id,영업상태,상세주소,약국명,위도,경도
PHMH320173030033087500002,영업/정상,서울특별시 성동구 마조로 55 116호 (마장동 금호어울림아파트),GS25 마장어울림점,203597.7587591,451160.268443273
PHMH320173030033087500003,영업/정상,서울특별시 성동구 연무장길 58-1 1층 (성수동2가),이마트24 성동연무장점,204861.719639593,448864.538066138
PHMH320173030033087500004,영업/정상,서울특별시 성동구 행당로6길 2 107호 (금호동1가 벽산아파트(종합사회복지관상가)),벽산하이마트,202213.544980732,450230.784375568
PHMH320173030033087500006,영업/정상,서울특별시 성동구 왕십리로 410 L동 B117호 (하왕십리동 센트라스),씨유 왕십리센트라스점,202310.024153,451594.707188
PHMH320173030033087500041,영업/정상,서울특별시 성동구 성수이로 87 (성수동2가),CU 성수성문점,204902.393695334,448952.157253884
PHMH320183030033087500014,영업/정상,서울특별시 성동구 연무장길 118 1층 567호 (성수동2가),씨유 성수연무장점,205404.066881864,448652.471969596
PHMH320183030033087500016,영업/정상,서울특별시 성동구 성수일로 39 경동빌딩 1층 103호 (성수동1가),씨유 성수경일점,204269.337017327,449119.29016433
PHMH320183030033087500017,영업/정상,서울특별시 성동구 성덕정11길 20-1 (성수동2가),이마트24 성수뚝도점,204651.977935147,448533.802929465
PHMH320183030033087500007,영업/정상,서울특별시 성동구 아차산로 135 1층 (성수동2가),CU 성수발전길점,205145.738698006,449090.881978408
PHMH320183030033087500009,영업/정상,서울특별시 성동구 독서당로 335 서희빌딩 2층 (금호동1가),GS25 금호사거리,202252.245701789,449559.319964378
PHMH320183030033087500010,영업/정상,서울특별시 성동구 용답중앙15길 8-1 성신독서실 1층 (용답동),GS25용답로데오점,204659.264702453,451319.796896442
PHMH320163030033087500023,영업/정상,서울특별시 성동구 행당로 35 103105호 (금호동1가 금복빌딩),씨유 금호두산점,202004.452300224,450411.463616996
PHMH320163030033087500024,영업/정상,서울특별시 성동구 자동차시장1길 39 1층 (용답동 어반 오피스텔),세븐일레븐 용답어반점,205410.433209478,450993.697776805
PHMH320163030033087500025,영업/정상,서울특별시 성동구 천호대로 286 (용답동),세븐일레븐 용답본점,204563.519926511,451589.386994453
PHMH320163030033087500027,영업/정상,서울특별시 성동구 고산자로 284 118호 (행당동 성동샤르망),(주)코리아세븐 성동샤르망점,203182.593906872,451405.183612375
PHMH320163030033087500031,영업/정상,서울특별시 성동구 무학봉길 35 104동 102103호 (하왕십리동 왕십리kcc스위첸),씨유 왕십리KCC점,202290.0,450907.0
PHMH320163030033087500033,영업/정상,서울특별시 성동구 금호로 151 1층 (금호동2가),GS25신금호역점,201708.144077028,450225.624411764
PHMH320173030033087500010,영업/정상,서울특별시 성동구 고산자로 269 1층 102103호 (도선동 신한넥스텔),씨유 성동신한점,203089.863865288,451271.366165685
PHMH320173030033087500011,영업/정상,서울특별시 성동구 무학로2길 43 1층 (도선동 청암빌딩),CU 왕십리도선점,202971.115411575,451184.054287536
PHMH320173030033087500012,영업/정상,서울특별시 성동구 동일로 265 1층 (송정동 건영아파트상가),CU 송정건영점,206209.280864162,450341.48856641
PHMH320173030033087500017,영업/정상,서울특별시 성동구 성수이로 66 101호 (성수동2가 서울숲 드림타워),지에스25 서울숲드림,204895.642528327,448701.40145153
PHMH320173030033087500019,영업/정상,서울특별시 성동구 독서당로 272 417호 (금호동4가 금호동 대우아파트),씨유 금호대우점,201669.803556903,449301.451523245
PHMH320163030033087500034,영업/정상,서울특별시 성동구 마조로19길 17 1층 101호 (마장동 뉴코리아오피스텔),씨유 마장서울점,203426.632565381,451396.882123435
PHMH320163030033087500035,영업/정상,서울특별시 성동구 서울숲2길 13-27 1층 (성수동1가),GS25 성수현대,203502.366822242,449500.597047462
PHMH320163030033087500036,영업/정상,서울특별시 성동구 광나루로 190 A동 101호 (성수동1가 이에스에이리버하우스),지에스25 성수스타점,204435.871170342,449810.174315763
PHMH320163030033087500038,영업/정상,서울특별시 성동구 매봉길 50 1층 21034호 (옥수동 옥수파크힐스),GS25 옥수이편한점,201157.877298502,449563.280012747
PHMH320163030033087500043,영업/정상,서울특별시 성동구 마장로 137 402동 117호 118호 (상왕십리동 텐즈힐),(주)코리아세븐왕십리텐즈힐점,202113.869605464,451897.581865192
PHMH320173030033087500001,영업/정상,서울특별시 성동구 용답29길 7 1층 (용답동),씨유 용답하이츠점,204791.351819908,451256.923444525
PHMH320183030033087500022,영업/정상,서울특별시 성동구 금호로 40 상가동 B2층 B009호 (금호동4가),씨유 금호힐스테이트점,202188.303862016,449262.354630991
PHMH320183030033087500024,영업/정상,서울특별시 성동구 아차산로 38 개풍빌딩 1층 (성수동1가),GS25 뚝섬본점,204213.931288501,449363.057036726
PHMH320183030033087500026,영업/정상,서울특별시 성동구 연무장5가길 25 성수역 SK V1 Tower 1층 109호 (성수동2가),GS25 성수SKV1,204847.823468732,449061.360328596
PHMH320143030033087500017,영업/정상,서울특별시 성동구 금호로 105 102호 (금호동2가 래미안하이리버상가동),씨유 금호래미안점,202098.97937718,449891.972244601
PHMH320153030033087500031,영업/정상,서울특별시 성동구 왕십리로28길 15 1층 103~4호 (도선동 청기와타운),CU 도선공원점,202720.520872512,451428.66398947
PHMH320153030033087500017,영업/정상,서울특별시 성동구 자동차시장1길 28 1층 (용답동 연합빌딩),지에스25 용답스타점,205284.29038197,450979.213509758
PHMH320153030033087500018,영업/정상,서울특별시 성동구 왕십리로20길 8 (도선동),지에스25 왕십리도선,203032.062295363,451134.858622557
PHMH320153030033087500019,영업/정상,서울특별시 성동구 한림말5길 17 1층 1호 (옥수동),씨유 옥수점,201391.874192891,448947.672835442
PHMH320153030033087500020,영업/정상,서울특별시 성동구 성수일로6길 32 1층 (성수동2가),GS25 성수공원점,204629.17269796,449145.686220169
PHMH320153030033087500023,영업/정상,서울특별시 성동구 송정18길 7 1층 (송정동),GS25 송정아이파크,205973.255680093,450042.7227846
PHMH320153030033087500024,영업/정상,서울특별시 성동구 상원길 17-1 1층 101호 (성수동1가 (주)일진인쇄),세븐일레븐 뚝섬역점,204248.603754178,449264.455330384
PHMH320143030033087500031,영업/정상,서울특별시 성동구 마장로 283 (마장동),오렌지 마장역점,203594.564256941,451490.565751192
PHMH320143030033087500032,영업/정상,서울특별시 성동구 고산자로 201 (행당동),GS25 무학여고점,202909.320149389,450643.152428876
PHMH320143030033087500033,영업/정상,서울특별시 성동구 뚝섬로5길 19 (성수동1가 성수금호3차금호베스트빌),씨유 성수베스트,204385.852036524,448856.692423963
PHMH320143030033087500035,영업/정상,서울특별시 성동구 성수일로12길 27 (성수동2가),씨유 성수행운점,204738.697773758,449551.6143291
PHMH320193030033087500001,영업/정상,서울특별시 성동구 아차산로11길 11 동성빌딩 1층 101호 (성수동2가),지에스25 성수신도점,205170.446243953,449170.608973189
PHMH320183030033087500037,영업/정상,서울특별시 성동구 성덕정길 76 1층 (성수동2가),씨유 성수2가점,204516.477168479,448403.223425943
PHMH320183030033087500036,영업/정상,서울특별시 성동구 왕십리로 16 1층 107호 (성수동1가 트리마제),씨유서울숲트리마제점,203911.513091074,448508.756036449
PHMH320183030033087500035,영업/정상,서울특별시 성동구 행당로 75 백합상가동 1층 105호 (행당동),씨유 행당대림점,202326.503044305,450625.58422744
PHMH320213030033087500001,영업/정상,서울특별시 성동구 왕십리광장로 10-1 1층 (행당동),씨유(CU)왕십리삼부점,203156.5727439,450974.141663732
PHMH320203030033087500020,영업/정상,서울특별시 성동구 금호로 127 금호자이1차 상가동 B3-2호 (금호동2가),지에스25(GS25) 금호로자이점,201914.222823422,450063.478301322
PHMH320203030033087500021,영업/정상,서울특별시 성동구 고산자로14길 26 112호 113호 (행당동 지웰홈스 왕십리),씨유(cu)왕십리씨티점,203253.373020214,451252.236606336
PHMH320203030033087500018,영업/정상,서울특별시 성동구 금호산길 42 1층 (금호동2가),이마트24 성동금호산점,201653.628808506,449971.797292331
PHMH320223030033087500002,영업/정상,서울특별시 성동구 마장로 200 1층 (홍익동),미니스톱 왕십리센트럴점,202746.236252592,451567.978108758
PHMH320223030033087500004,영업/정상,서울특별시 성동구 천호대로 430 103호 (용답동),로그인편의점,205810.737642867,450951.180580549
PHMH320193030033087500037,영업/정상,서울특별시 성동구 난계로 114-31 상가동 105호 (하왕십리동 금호 베스트빌),지에스25 금호베스트빌점,202214.811977542,451012.010915529
PHMH320203030033087500004,영업/정상,서울특별시 성동구 독서당로63가길 23 지층 101호 (응봉동),지에스25 응봉스카이,202586.674755213,450046.639631069
PHMH320203030033087500003,영업/정상,서울특별시 성동구 뚝섬로17길 20 102호 (성수동2가),세븐일레븐 성수수청영화점,205254.172445689,448573.455164423
PHMH320163030033087500018,영업/정상,서울특별시 성동구 왕십리로21길 33 (행당동 백경컴퓨터학원),CU 행당으뜸점,202691.75328482,450843.71579629
PHMH320163030033087500019,영업/정상,서울특별시 성동구 마장로 185 (홍익동),GS25 양지사거리점,202619.726390246,451627.794307125
PHMH320163030033087500020,영업/정상,서울특별시 성동구 왕십리로 58 114호 (성수동1가 FORHU),GS25유어스점,203924.802039313,448934.858771073
PHMH320223210034087500012,영업/정상,서울특별시 서초구 남부순환로323길 38-17 우면성 (서초동),미니스톱 서초남부점,201235.238904253,442284.298910103
PHMH320203040033087500005,영업/정상,서울특별시 광진구 아차산로33길 40 1층 (화양동),세븐일레븐 건대맛거리점,206179.02486984,448854.551452501
PHMH320203040033087500002,영업/정상,서울특별시 광진구 능동로 420 성문빌딩 1층 (중곡동),지에스25 중곡메디컬점,207420.749298556,451559.056523752
PHMH320203040033087500003,영업/정상,서울특별시 광진구 자양로 314 1층 101102103호 (구의동 프레빌),씨유 아차산본점,208200.183346175,450120.326090084
PHMH320223040033087500003,영업/정상,서울특별시 광진구 자양로45길 93 1층 (중곡동),지에스(GS)25중곡새싹점,207858.011640335,450326.026317568
PHMH320223040033087500002,영업/정상,서울특별시 광진구 긴고랑로10길 31 1층 (중곡동),씨유(CU)광진군자점,206978.736672669,451028.317525745
PHMH320213040033087500026,영업/정상,서울특별시 광진구 능동로 69 104105 일부호 (자양동 자양 호반써밋),이마트24호반중한점,206046.392492492,448365.441337738
PHMH320223040033087500001,영업/정상,서울특별시 광진구 뚝섬로 681 1층 (자양동),씨유잠실대교북단점,207443.220547085,447809.018972785
PHMH320203040033087500010,영업/정상,서울특별시 광진구 능동로 50 107호 (자양동 이튼타워리버2차),지에스25(GS25) 이튼타워점,206043.358791333,448141.665395069
PHMH320203040033087500011,영업/정상,서울특별시 광진구 아차산로57길 4 풍강빌딩 1층 (구의동),씨유 구의중앙점,207736.311232666,448500.429311766
PHMH320203040033087500015,영업/정상,서울특별시 광진구 긴고랑로 60 1층 (중곡동),세븐일레븐 중곡프리미엄점,207235.581247334,451072.124043842
PHMH320203040033087500016,영업/정상,서울특별시 광진구 자양로9길 70 1층 (자양동),지에스25(GS25) 광진자양로점,207103.967793927,447782.689691493
PHMH320203040033087500013,영업/정상,서울특별시 광진구 능동로32길 90 1층 (능동),씨유 능동타운점,207283.823989816,450142.144892436
PHMH320203040033087500017,영업/정상,서울특별시 광진구 천호대로129길 22 (구의동),지에스(GS)25 아차산점,207957.467420594,450045.839977133
PHMH320203040033087500018,영업/정상,서울특별시 광진구 광나루로 604 진넥스 베르디엠 104호 (구의동),지에스25 광진진넥스,208318.216397053,448817.091466369
PHMH320203040033087500012,영업/정상,서울특별시 광진구 용마산로21길 65 (중곡동),지에스(GS)25 중곡 햇살점,207446.930225866,451074.665667431
PHMH320213040033087500024,영업/정상,서울특별시 광진구 광나루로30나길 14 1층 (구의동),지에스25구의스타점,207210.00028383,449032.498431604
PHMH320213040033087500025,영업/정상,서울특별시 광진구 광나루로20길 38 1층 (화양동),지에스25광진미소점,206469.994362982,449241.62880952
PHMH320183040033087500052,영업/정상,서울특별시 광진구 능동로32길 65 1층 (능동),지에스이십오(GS25) 능동타운점,207181.545030171,450218.833786423
PHMH320193040033087500003,영업/정상,서울특별시 광진구 면목로 192 1층 (중곡동),(주)코리아세븐 중곡중앙점,207302.075496997,451991.900378929
PHMH320163040033087500055,영업/정상,서울특별시 광진구 뚝섬로 552 107108호 (자양동 삼희빌딩),(주)코리아세븐 자양삼희점,206230.081675753,448001.810333908
PHMH320163040033087500059,영업/정상,서울특별시 광진구 아차산로25길 45(화양동),씨유(CU)뉴화양본점,205883.310701856,449011.540857476
PHMH320163040033087500060,영업/정상,서울특별시 광진구 면목로3길 43 1층 (군자동),CU군자오거리점,206420.135766468,450407.971516894
PHMH320173040033087500010,영업/정상,서울특별시 광진구 동일로60길 7 1층 (군자동),CU 광진군자교점,206465.987129025,450705.556769893
PHMH320173040033087500013,영업/정상,서울특별시 광진구 능동로36길 168 1층 (능동),GS25 광진능동점,207678.810215572,450083.545793093
PHMH320123040033087500092,영업/정상,서울특별시 광진구 천호대로130길 22 1층 (구의동),씨유 광진선화점,207770.38102771,449838.864676399
PHMH320123040033087500097,영업/정상,서울특별시 광진구 동일로 166 (화양동),세븐일레븐 화양사거리점,205855.639385187,449404.744322513
PHMH320123040033087500098,영업/정상,서울특별시 광진구 아차산로 471 (구의동),세븐일레븐 구의희망점,208232.99266682,448688.329238784
PHMH320123040033087500100,영업/정상,서울특별시 광진구 뚝섬로 742 (구의동),세븐일레븐 구의2,208006.504810197,447998.924380413
PHMH320153040033087500024,영업/정상,서울특별시 광진구 자양번영로3길 54 1층 105106호 (자양동),지에스25 광진현대점,206314.912265748,447808.236046729
PHMH320153040033087500025,영업/정상,서울특별시 광진구 자양로5길 13-1 (자양동),GS25 광진시티점,207439.343010783,447691.293841398
PHMH320153040033087500030,영업/정상,서울특별시 광진구 아차산로 546 (광장동 삼성상가 1층),GS25 광장삼성점,208950.91165115,448909.276939198
PHMH320153040033087500032,영업/정상,서울특별시 광진구 능동로31길 22 1층 (군자동),세븐일레븐 군자하나점,206768.458793401,450417.771365826
PHMH320153040033087500033,영업/정상,서울특별시 광진구 능동로 337 1층 (중곡동),씨유 중곡본점,207050.416109159,450829.416000855
PHMH320123040033087500138,영업/정상,서울특별시 광진구 동일로22길 59 (화양동),세븐일레븐 건대제일점,205908.683865271,448831.073626853
PHMH320173040033087500035,영업/정상,서울특별시 광진구 동일로62길 34 1층 (중곡동),GS25 광진타운점,206637.030804701,450782.463977337
PHMH320173040033087500036,영업/정상,서울특별시 광진구 아차산로70길 26 101호 (광장동),CU광진광남점,208873.295567478,448861.36946648
PHMH320153040033087500035,영업/정상,서울특별시 광진구 아차산로29길 41 (화양동),밀코마트,206019.709661287,448949.402679791
PHMH320193040033087500006,영업/정상,서울특별시 광진구 아차산로39길 28 (자양동),씨유 건대정문점,206661.291352999,448531.888451467
PHMH320193040033087500004,영업/정상,서울특별시 광진구 아차산로 219 삼영빌딩 지상1층 (화양동),(주)코리아세븐 건대입구역점,205934.093803681,448768.010754638
PHMH320193040033087500005,영업/정상,서울특별시 광진구 자양로22길 51 전진마트 1층 (구의동),씨유 구의본점,207557.79512904,448623.159799388
PHMH320193040033087500007,영업/정상,서울특별시 광진구 아차산로51길 62 1층 (구의동),미니스톱 구의명성점,207444.816428688,448614.949849754
PHMH320193040033087500008,영업/정상,서울특별시 광진구 아차산로78길 72 학산코스모스텔 1층 (광장동),지에스25광장학산점,209679.58447051,449910.157174809
PHMH320193040033087500001,영업/정상,서울특별시 광진구 자양로38길 25 1층 (구의동),세븐일레븐 구의하늘점,207827.785604857,449402.677334545
PHMH320193040033087500011,영업/정상,서울특별시 광진구 군자로 133 1층 (군자동),이마트24 세종대후문점,206477.346346079,450188.557301786
PHMH320193040033087500010,영업/정상,서울특별시 광진구 뚝섬로56길 59 광운빌딩 1층 (자양동),씨유 자양한강점,207259.900998516,447404.717192681
PHMH320193040033087500018,영업/정상,서울특별시 광진구 용마산로7길 8 천우빌딩 1층 (중곡동),씨유 중곡베스트점,207632.878022197,450770.27625269
PHMH320193040033087500015,영업/정상,서울특별시 광진구 자양로23길 21 101호 (구의동),홈웨이(건대부고점),207205.55733328,448816.337312851
PHMH320193040033087500013,영업/정상,서울특별시 광진구 자양로 154 1층 105106호 (구의동 솔렌시아),씨유 구의솔렌시아점,207349.890786199,448779.602309417
PHMH320193040033087500022,영업/정상,서울특별시 광진구 아차산로 375 크레신타워3차 1층 101호 (구의동),씨유 구의크레신점,207388.308848516,448313.517465433
PHMH320193040033087500024,영업/정상,서울특별시 광진구 뚝섬로31길 43 조양어린이집 1층 (자양동),씨유자양써밋플레이스점,205956.726633869,448366.788048277
PHMH320193040033087500025,영업/정상,서울특별시 광진구 아차산로 417 102호 (구의동),지에스25광진구의역,207789.460351798,448428.754164083
PHMH320193040033087500020,영업/정상,서울특별시 광진구 강변북로 68 뚝섬전망복합문화시설 1층 (자양동),지에스25 한강뚝섬2호점,205607.186171597,447642.163714896
PHMH320193040033087500016,영업/정상,서울특별시 광진구 긴고랑로 127 (중곡동),씨유 중곡한아름점,207795.920846467,450752.859233505
PHMH320193040033087500017,영업/정상,서울특별시 광진구 광나루로52길 98 1층 (구의동),지에스(GS)25 구의스타일점,207936.883797815,448558.006581958
PHMH320193040033087500026,영업/정상,서울특별시 광진구 뚝섬로54길 31 1층 (자양동),씨유자양진영점,207037.444943079,447549.307441833
PHMH320193040033087500019,영업/정상,서울특별시 광진구 뚝섬로49길 11-1 1층 (자양동),씨유광진자양점,206880.990498407,447869.510348339
PHMH320193040033087500014,영업/정상,서울특별시 광진구 능동로13길 59 1층 1호 (화양동),세븐일레븐 화양스타점,206064.295111783,449117.778716707
PHMH320193040033087500023,영업/정상,서울특별시 광진구 천호대로 533 동진빌딩 1층 (중곡동),세븐일레븐 군자역점,206808.510620029,450657.19698338
PHMH320193040033087500021,영업/정상,서울특별시 광진구 뚝섬로27길 43 (자양동),세븐일레븐 자양유진점,205772.547088399,448403.292171752
PHMH320193040033087500032,영업/정상,서울특별시 광진구 능동로16길 35 1층 (화양동),씨유 건국타운점,206559.949702901,449201.971981633
PHMH320193040033087500029,영업/정상,서울특별시 광진구 능동로 354 1층 (중곡동),지에스25광진제일,207164.165988683,450971.915181518
PHMH320193040033087500034,영업/정상,서울특별시 광진구 뚝섬로46길 9 1층 101호 (자양동),씨유 자양중앙점,206738.959338333,447782.36706986
PHMH320193040033087500031,영업/정상,서울특별시 광진구 천호대로129길 29 1층 (중곡동),씨유 중곡해피점,207980.954669792,450103.555182118
PHMH320193040033087500035,영업/정상,서울특별시 광진구 아차산로51길 41 1층 (구의동),GS25 구의미가로점,207425.578198546,448521.787112535
PHMH320193040033087500028,영업/정상,서울특별시 광진구 자양로3길 26 (자양동),세븐일레븐 자양행복점,207428.484367012,447582.89371369
PHMH320193040033087500033,영업/정상,서울특별시 광진구 광나루로56길 29 106호 (구의동 현대프라임아파트),씨유 구의프라임점(CU),208558.286631653,448353.905156369
PHMH320223040033087500008,영업/정상,서울특별시 광진구 아차산로51길 86 1층 (구의동),지에스(GS)25구의무학점,207473.281996522,448719.730917125
PHMH320193040033087500041,영업/정상,서울특별시 광진구 동일로20길 78 1층 (자양동),지에스(GS)25 노유,205915.577395665,448655.514665441
PHMH320193040033087500042,영업/정상,서울특별시 광진구 군자로 85-1 1층층 (군자동),세븐일레븐 군자장안점,206199.193959325,449852.17122223
PHMH320193040033087500043,영업/정상,서울특별시 광진구 군자로17길 41 1층 (군자동),씨유 군자중앙점,206759.177763498,450533.841951965
PHMH320193040033087500040,영업/정상,서울특별시 광진구 아차산로30길 26 104호 (자양동),지에스(GS)25 건대몰,205845.946723741,448616.847693458
PHMH320193040033087500038,영업/정상,서울특별시 광진구 구의로 68 1층 (구의동),CU(씨유) 구의베스트점,207944.045277159,449081.590641046
PHMH320223040033087500006,영업/정상,서울특별시 광진구 뚝섬로52라길 47 1층 (자양동),지에스(GS)25자양타운빌점,207111.380033393,447456.62489213
PHMH320223040033087500004,영업/정상,서울특별시 광진구 동일로24길 27 1층 (화양동),세븐일레븐화양르네상스점,205820.023325719,449056.430513054
PHMH320223040033087500007,영업/정상,서울특별시 광진구 자양로53길 70 1층 (중곡동),지에스25아차산명성점,207969.48740758,450408.823529991
PHMH320223040033087500005,영업/정상,서울특별시 광진구 광나루로 458 103호 (구의동 e편한세상 광진 그랜드파크),세븐일레븐광진그랜드파크점,207035.834802,449354.425659
PHMH320203040033087500001,영업/정상,서울특별시 광진구 자양로5길 30 1층 (자양동 한양팰리스),씨유 자양승일점,207363.444543305,447685.114845896
PHMH320203040033087500008,영업/정상,서울특별시 광진구 용마산로8나길 17 1층 (중곡동),지에스25중곡스타점,207849.970483611,450941.294996136
PHMH320203040033087500007,영업/정상,서울특별시 광진구 긴고랑로 25 1층 (중곡동),씨유 중곡일동점,206936.996830712,451253.072347424
PHMH320203040033087500009,영업/정상,서울특별시 광진구 아차산로39길 16 화광 1층 (자양동),지에스25(GS25) 건대호수점,206718.920596035,448503.787745141
PHMH320203040033087500004,영업/정상,서울특별시 광진구 광나루로 410 KCC파크타운 1층 108호 (화양동),세븐일레븐 어린이대공원역점,206559.277117752,449368.957156903
PHMH320163040033087500064,영업/정상,서울특별시 광진구 자양로13길 36 1층 (자양동),(주)코리아세븐 광진자양로점,207201.846793825,448070.91396924
PHMH320163040033087500065,영업/정상,서울특별시 광진구 능동로 169-1 1층 (화양동),CU광진원룸촌점,206400.055940885,449297.66464619
PHMH320153040033087500008,영업/정상,서울특별시 광진구 광나루로24길 31-17 1층 (화양동),씨유(CU) 건대후문점,206884.368239,449532.187531
PHMH320153040033087500012,영업/정상,서울특별시 광진구 광나루로16길 30 1층 (화양동),씨유 광진화양점,206009.287883166,449345.124037007
PHMH320153040033087500016,영업/정상,서울특별시 광진구 군자로 27 1층 (화양동),세븐일레븐 화양가중공원길점,206159.518167875,449267.716437222
PHMH320123040033087500143,영업/정상,서울특별시 광진구 능동로13길 89 (화양동),지에스(GS)25 뉴화양타운점,205977.338648418,449236.787497588
PHMH320123040033087500144,영업/정상,서울특별시 광진구 구의강변로3길 23 1층 (구의동),세븐일레븐 구의현대점,207953.725064224,448195.730685351
PHMH320123040033087500145,영업/정상,서울특별시 광진구 아차산로78길 153 (광장동),세븐일레븐 광장점,209587.408592767,449552.066729321
PHMH320123040033087500150,영업/정상,서울특별시 광진구 아차산로51길 41 (구의동),GS25 구의명성,207425.578198546,448521.787112535
PHMH320123040033087500154,영업/정상,서울특별시 광진구 천호대로 808 107호 (광장동 현대12차아파트상가),위드미 광나루역점,209033.339549292,449192.402539275
PHMH320153040033087500015,영업/정상,서울특별시 광진구 뚝섬로32길 62 1층 (자양동),(주)코리아세븐 뚝섬유원지점,205770.368482892,447854.417737099
PHMH320123040033087500058,영업/정상,서울특별시 광진구 군자로6길 24 (화양동),씨유 화양원룸촌점,206291.207479453,449291.440713592
PHMH320163040033087500016,영업/정상,서울특별시 광진구 자양로 96 1층 (자양동),CU자양사거리점,207352.393518236,448232.403187238
PHMH320163040033087500018,영업/정상,서울특별시 광진구 용마산로 67 1층 (중곡동),(주)코리아세븐 중곡사거리점,207647.818555764,450839.199715412
PHMH320163040033087500019,영업/정상,서울특별시 광진구 군자로10길 26 1층 (군자동),GS25 군자원룸점,206304.791219637,449634.105237854
PHMH320123040033087500015,영업/정상,서울특별시 광진구 용마산로22길 13 (중곡동),GS25 중곡대원점,207691.919392483,451276.558097161
PHMH320123040033087500017,영업/정상,서울특별시 광진구 능동로36길 95 (능동),GS25 능동중앙점,207367.069788483,450264.336395872
PHMH320123040033087500020,영업/정상,서울특별시 광진구 구의강변로 45 (구의동),GS25 구의성진점,207995.95709474,448085.242458867
PHMH320203040033087500020,영업/정상,서울특별시 광진구 능동로 275 비전빌딩 1층 (군자동),지에스25 군자능동점,206796.751850125,450255.541082105
PHMH320203040033087500021,영업/정상,서울특별시 광진구 광장로 82 1층 (광장동),지에스25(GS25)광장점,209322.702929081,449508.35989361
PHMH320203040033087500024,영업/정상,서울특별시 광진구 능동로 258 천지빌딩 1층 (능동),지에스25(GS25)능동사랑점,206783.63991983,450080.097206798
PHMH320203040033087500022,영업/정상,서울특별시 광진구 긴고랑로15길 16 1층 (중곡동),씨유중곡용마산점,207309.570929201,451164.239846803
PHMH320213040033087500020,영업/정상,서울특별시 광진구 광나루로 532 우석빌딩 1층 1호 (구의동),지에스25(GS25)구의행복점,207752.167733871,449162.791521753
PHMH320213040033087500022,영업/정상,서울특별시 광진구 자양로 154 1층 105 106호 (구의동 솔렌시아),씨유구의솔렌시아점,207349.890786199,448779.602309417
PHMH320213040033087500018,영업/정상,서울특별시 광진구 광나루로20길 13-10 1층 (화양동),씨유건대힐스점,206565.845236604,449330.999417213
PHMH320213040033087500017,영업/정상,서울특별시 광진구 뚝섬로35길 9 한라아파트 상가A동 1층 105 106호 (자양동),씨유(CU)자양쥬니점,206120.623915253,448158.641460407
PHMH320213040033087500019,영업/정상,서울특별시 광진구 자양로50길 54 1층 102호 (구의동 원일빌딩),씨유(CU)아차산빌리지점,208350.651522259,450026.930320999
PHMH320213040033087500023,영업/정상,서울특별시 광진구 천호대로112길 68 1층 101 102호 (능동 대명이튼캐슬),씨유(CU)능동캐슬점,206997.386835706,450109.311863546
PHMH320213040033087500021,영업/정상,서울특별시 광진구 천호대로118길 35 1층 (능동),세븐일레븐능동황금점,207424.993801066,450097.213786603
PHMH320213040033087500015,영업/정상,서울특별시 광진구 자양로3가길 36 1층 102호 (자양동),미니스톱자양광양점,207437.142779568,447379.671524405
PHMH320213040033087500008,영업/정상,서울특별시 광진구 용마산로 174 (중곡동 에스케이아파트),지에스(GS)25용곡삼거리점,207571.747933081,451845.601747007
PHMH320213040033087500016,영업/정상,서울특별시 광진구 자양로30길 79 1층 (구의동),지에스(GS)25구의창원점,207823.103191831,448979.694709608
PHMH320213040033087500010,영업/정상,서울특별시 광진구 천호대로125길 72 1층 (중곡동),지에스(GS)25광진용마점,207642.731145365,450592.689011536
PHMH320213040033087500011,영업/정상,서울특별시 광진구 자양번영로3길 11 1층 (자양동),씨유(CU)자양으뜸점,206501.276607571,447717.232996129
PHMH320213040033087500012,영업/정상,서울특별시 광진구 뚝섬로56길 34 1층 (자양동),지에스(GS)25자양에덴점,207228.607496566,447517.95004762
PHMH320213040033087500014,영업/정상,서울특별시 광진구 긴고랑로44길 6 무지개하우스 1층 (중곡동),지에스25광진마루점,208303.73442907,450831.122366483
PHMH320213040033087500009,영업/정상,서울특별시 광진구 아차산로 395 106호 (구의동),지에스25구의법원점,207564.476226586,448369.568917225
PHMH320183040033087500029,영업/정상,서울특별시 광진구 광장로 71-1 1층 102호 (광장동),씨유장신대점,209219.429271218,449501.93577192
PHMH320143040033087500032,영업/정상,서울특별시 광진구 아차산로 503 (광장동),씨유 광장현대점,208568.939233791,448921.321944575
PHMH320133040033087500030,영업/정상,서울특별시 광진구 능동로13길 15 1층 (화양동),GS25 건대수정점,206196.648137211,448950.017613025
PHMH320123040033087500044,영업/정상,서울특별시 광진구 아차산로 630 (광장동),세븐일레븐 워커힐점,209475.650132275,449623.778191724
PHMH320123040033087500046,영업/정상,서울특별시 광진구 용마산로4길 28 (중곡동),GS25 중곡한마음점,207866.570392709,450471.273116949
PHMH320123040033087500049,영업/정상,서울특별시 광진구 자양로 247 1층 (구의동),세븐일레븐 구의본점,207781.299418586,449602.402021946
PHMH320133040033087500034,영업/정상,서울특별시 광진구 용마산로 189 (중곡동),개그스토리마트 중곡1호점,207517.269932338,452041.121897854
PHMH320133040033087500037,영업/정상,서울특별시 광진구 뚝섬로36길 48-1 (자양동),GS25 자양한울점,206150.627189563,447794.684181998
PHMH320133040033087500039,영업/정상,서울특별시 광진구 아차산로 328 (자양동),GS25 자양트윈스점,206934.50247854,448350.951668105
PHMH320123040033087500054,영업/정상,서울특별시 광진구 동일로20길 44 (자양동),씨유 건대로데오점,205754.702605016,448724.762638215
