id,영업상태,상세주소,약국명,위도,경도
PHMH320213160034087500028,영업/정상,서울특별시 구로구 구로동로8길 53 1층 102호 (구로동),(주)코리아세븐 남구로중앙점,189935.64521509,442891.039883944
PHMH320213160034087500030,영업/정상,서울특별시 구로구 서해안로 2102 솔보프라자 (항동),지에스(GS)25구로솔보점,,
PHMH320213160034087500032,영업/정상,서울특별시 구로구 구일로10길 49 102-2호 (구로동 다원그린빌),세븐일레븐 구일그린빌점,188827.42661003,443736.545612462
PHMH320213160034087500031,영업/정상,서울특별시 구로구 디지털로 273 에이스트윈타워2차 104호 (구로동),지에스(GS)25 구로타워점,190565.126077805,442423.390398015
PHMH320213160034087500025,영업/정상,서울특별시 구로구 부일로11길 85 다청림 1층 101호 (궁동),지에스(GS)25 궁동중앙점,184896.968335848,443852.459413976
PHMH320213160034087500026,영업/정상,서울특별시 구로구 고척로39길 29 B1층 (고척동),지에스(GS)25 고척타운점,186740.459513972,444717.665528524
PHMH320213160034087500027,영업/정상,서울특별시 구로구 구로중앙로18길 71 다인빌딩 1층 (구로동),씨유 구로소담점,190418.759351546,443803.304335832
PHMH320213160034087500033,영업/정상,서울특별시 구로구 개봉로23가길 10 1층 105호 (개봉동 한양아이클래스 구로),씨유 개봉북부점,187278.314273612,443693.143982372
PHMH320213160034087500015,영업/정상,서울특별시 구로구 새말로18길 64 상가동 1층 103104호 (구로동 LG신도림자이아파트),씨유 신도림자이점,190392.013514447,444599.232374748
PHMH320213160034087500018,영업/정상,서울특별시 구로구 경인로20나길 30 이좋은집 상가동 101-102호 (오류동),씨유 오류현대점,185960.164604807,443636.812899057
PHMH320213160034087500023,영업/정상,서울특별시 구로구 디지털로26길 111 제이앤케이디지털타워 B013호 (구로동),씨유 구로JNK점,190822.851419439,442253.132895893
PHMH320213160034087500017,영업/정상,서울특별시 구로구 중앙로14길 31 신성빌딩 (고척동),(주)코리아세븐 고척청마루점,187827.628150651,445053.084826682
PHMH320213160034087500020,영업/정상,서울특별시 구로구 개봉로17길 46 101호 (개봉동 안덕그린빌라),씨유 개봉그린점,186954.803352849,443258.326291894
PHMH320213160034087500019,영업/정상,서울특별시 구로구 구로중앙로 7 신영빌딩 1층 (구로동),세븐일레븐 구로리공원점,190405.216203536,443191.162501518
PHMH320183240033087500031,영업/정상,서울특별시 강동구 구천면로42길 69 (천호동),세븐일레븐 천호타운점,212035.934740437,449149.092393706
PHMH320213160034087500022,영업/정상,서울특별시 구로구 고척로 49 상가 및 관리동 1층 101호 (오류동 동부골든아파트),씨유 오류동부점,185740.522727208,444132.478465896
PHMH320183160034087500018,영업/정상,서울특별시 구로구 새말로 89 101102호 (구로동),세븐일레븐 신도림태영점,190188.145705079,444823.105868276
PHMH320133160034087500013,영업/정상,서울특별시 구로구 개봉로17가길 43 (개봉동),씨유 구로개봉점,187133.640357141,443500.31930798
PHMH320133160034087500019,영업/정상,서울특별시 구로구 오리로 1154-7 (오류동),미니스톱 천왕역점,185674.466322382,442833.636349981
PHMH320133160034087500008,영업/정상,서울특별시 구로구 경인로 572 (구로동),세븐일레븐 구로스타점,189416.041362587,444576.537817778
PHMH320213160034087500016,영업/정상,서울특별시 구로구 디지털로31길 81 두산위브상가 101102호 (구로동),씨유 구로두산위브점,190310.335979497,442687.462340966
PHMH320143160034087500004,영업/정상,서울특별시 구로구 경인로20길 9 (오류동),세븐일레븐 오류역점,186130.586848958,443706.538743001
PHMH320143160034087500007,영업/정상,서울특별시 구로구 경인로47다길 8 1층 (고척동),GS25 고척사랑점,187923.808111087,444589.593780708
PHMH320153160034087500032,영업/정상,서울특별시 구로구 부일로17길 158-3 (궁동),씨유 궁동해바라기점,184918.94738283,444079.399864631
PHMH320153160034087500024,영업/정상,서울특별시 구로구 디지털로 272 (구로동 한신아이티타워 109호),씨유 한신아이티타워점,190594.904645635,442261.654499191
PHMH320123160034087500025,영업/정상,서울특별시 구로구 경인로47길 13 (고척동),세븐일레븐 동양공대점,188148.310902591,444211.474351706
PHMH320123160034087500055,영업/정상,서울특별시 구로구 개봉로16길 9 (개봉동),GS25 개봉현대,187258.11839075,443114.554942274
PHMH320193160034087500017,영업/정상,서울특별시 구로구 경인로43길 18 1층 (고척동),지에스25(GS25) 구로아울렛,187735.495167987,443923.556551639
PHMH320193160034087500012,영업/정상,서울특별시 구로구 개봉로17나길 88 1층 (개봉동),지에스25 개봉로점,186730.367693424,443563.073019549
PHMH320193160034087500015,영업/정상,서울특별시 구로구 가마산로27길 56 미주프라자 2동 1호 (구로동),지에스25 구로미주점,190258.301239085,444122.025946287
PHMH320193160034087500016,영업/정상,서울특별시 구로구 중앙로6길 22 대림리더스오피스텔 1층 101102호 (고척동),씨유 구로리더스점,187976.986412125,444217.132133252
PHMH320193160034087500020,영업/정상,서울특별시 구로구 경인로47길 126-5 1층 (고척동),세븐일레븐 고척중앙점,187845.312649743,444723.379867187
PHMH320123160034087500093,영업/정상,서울특별시 구로구 경인로23길 8 대서프라자 112113호 (오류동),GS25 오류시장 1호점,186143.039450549,443851.276037986
PHMH320193160034087500022,영업/정상,서울특별시 구로구 오류로8가길 6 103104호 (오류동),지에스25 구로하나점,185958.218600529,443197.340444385
PHMH320193160034087500030,영업/정상,서울특별시 구로구 중앙로15길 87 은혜교회 1층 (고척동),지에스25 구로은혜점,187096.081901218,444974.187752512
PHMH320193160034087500027,영업/정상,서울특별시 구로구 경인로 224 칸타빌레5차 1층 105호 (오류동),지에스25 골든타워,186291.178461029,443837.739555086
PHMH320193160034087500031,영업/정상,서울특별시 구로구 구로동로28길 125 (구로동),씨유 구로동로점,190229.79430432,443382.669156992
PHMH320193160034087500028,영업/정상,서울특별시 구로구 공원로6나길 49-15 1층 (구로동),씨유 신도림포스빌점,190367.201813714,444783.205273821
PHMH320133160034087500032,영업/정상,서울특별시 구로구 경인로40길 11 상가동 106호 (개봉동 영화아파트),씨유 개봉영화점,187550.511238995,443785.118319214
PHMH320193160034087500033,영업/정상,서울특별시 구로구 디지털로31길 86 삼성래미안아파트 (구로동),지에스25(GS25) 구로래미안점,190369.746285354,442842.969131683
PHMH320193160034087500025,영업/정상,서울특별시 구로구 구로동로20길 32 (구로동),지에스25 구로계영점,189871.818141585,442918.756242308
PHMH320123160034087500114,영업/정상,서울특별시 구로구 시흥대로161길 50 제비105호 (구로동 신성미소지움),이마트24R구로신성점,190788.305181108,441923.997508266
PHMH320123160034087500116,영업/정상,서울특별시 구로구 경인로 240 예성라온팰리스 (오류동),GS25 오류팰리스,186433.563471491,443918.187210602
PHMH320123160034087500117,영업/정상,서울특별시 구로구 경인로65길 44 보미플라자 (신도림동),씨유 신도림보미점,189772.876108997,445262.493847028
PHMH320123160034087500118,영업/정상,서울특별시 구로구 가마산로 282 대림오피스밸리 (구로동),GS25 신구로점,190352.185129194,443799.918089908
PHMH320123160034087500119,영업/정상,서울특별시 구로구 가마산로22길 10 (구로동),미니스톱 서울구로구청점,189976.474053278,443528.785335344
PHMH320123160034087500120,영업/정상,서울특별시 구로구 남부순환로105길 14 인화오벨리아 101호 (가리봉동),(주)코리아세븐 가리봉2호점,190349.674840833,441915.949256826
PHMH320123160034087500121,영업/정상,서울특별시 구로구 디지털로32길 97-22 덕성빌딩 1층 (구로동),씨유 구로디지털단지역점,191205.791543965,442398.056827727
PHMH320123160034087500122,영업/정상,서울특별시 구로구 가마산로27길 14 신원빌딩 1층 (구로동),씨유 구로영림점,190368.667231006,443952.558147738
PHMH320123160034087500124,영업/정상,서울특별시 구로구 경인로 661 신도림1차푸르지오 101동 113호 (신도림동),(주)코리아세븐 신도림미래사랑점,190005.132500398,445250.538868558
PHMH320123160034087500125,영업/정상,서울특별시 구로구 디지털로31길 120 4동 409410호 (구로동 한신휴플러스아파트),(주)코리아세븐 구로점,190272.747250041,442929.283068723
PHMH320123160034087500126,영업/정상,서울특별시 구로구 구일로4길 33 종합상가 상가동 103호 (구로동),GS25 구로제일점,188946.885362447,443320.519553374
PHMH320123160034087500128,영업/정상,서울특별시 구로구 도림천로 448 예성유토피아 104105호 (구로동),씨유 구로예성점,191002.243483409,442614.80316602
PHMH320123160034087500129,영업/정상,서울특별시 구로구 구로중앙로 82 1층 (구로동),세븐일레븐 구로큰길점,190024.804156734,443829.020482586
PHMH320123160034087500130,영업/정상,서울특별시 구로구 도림로 18 에덴빌딩 101호 (구로동),미니스톱 남구로두꺼비점,189985.162310539,442656.293581255
PHMH320193160034087500037,영업/정상,서울특별시 구로구 부일로17길 138 1층 (궁동),씨유 구로궁동점,184928.789192793,443968.172993552
PHMH320123160034087500131,영업/정상,서울특별시 구로구 새말로 102 신도림포스빌 139호 (구로동),GS25 포스빌점,190349.885855531,444836.673561831
PHMH320123160034087500132,영업/정상,서울특별시 구로구 구로중앙로 228 기임빌딩 (신도림동),GS25 구로미성점,189026.342384854,444895.113011547
PHMH320123160034087500134,영업/정상,서울특별시 구로구 연동로 312 동삼파크빌라 (항동),GS25 항동수목원점,184385.349133989,442804.5817155
PHMH320123160034087500135,영업/정상,서울특별시 구로구 디지털로34길 55 코오롱싸이언스밸리2차 116호 (구로동),GS25 구로싸이언점,191020.264430044,442460.919021593
PHMH320123160034087500136,영업/정상,서울특별시 구로구 고척로27길 126 동양빌딩 101호 (개봉동),(주)코리아세븐 개봉학마을점,186244.862436717,445045.801388601
PHMH320123160034087500138,영업/정상,서울특별시 구로구 개봉로20길 158 (개봉동 현대홈타운2단지),씨유 개봉현대점,187692.849983521,443277.609589925
PHMH320133160034087500034,영업/정상,서울특별시 구로구 새말로4길 22 (구로동),씨유 구로역점,189626.603109204,444361.448272966
PHMH320133160034087500035,영업/정상,서울특별시 구로구 디지털로32길 79 조영빌딩 (구로동),씨유 구로천일점,191061.147248344,442377.125416975
PHMH320133160034087500036,영업/정상,서울특별시 구로구 공원로6길 25 비즈트위트 레인보우 101102호 (구로동),GS25신도림비즈점,190354.665237381,444443.16134521
PHMH320133160034087500037,영업/정상,서울특별시 구로구 개봉로 67 (개봉동),(주)코리아세븐 개봉점,187163.739907232,443293.345241824
PHMH320123160034087500110,영업/정상,서울특별시 구로구 남부순환로105길 52 (가리봉동),씨유 공단오거리점,190188.948657583,441950.139212722
PHMH320123160034087500096,영업/정상,서울특별시 구로구 디지털로32가길 51 1층 (구로동),씨유 구로원룸점,190899.221223529,442121.082800004
PHMH320123160034087500097,영업/정상,서울특별시 구로구 경인로47길 10 (고척동),GS25 고척점,188185.623405723,444226.446670208
PHMH320123160034087500098,영업/정상,서울특별시 구로구 공원로 40 105호 (구로동 신도림쌍용플래티넘노블),씨유 구로플래티넘점,190327.103477633,444332.471743826
PHMH320123160034087500099,영업/정상,서울특별시 구로구 구로동로 217 구로본동새마을금고 (구로동),GS25 구로화원점,189523.268769077,443977.668383819
PHMH320123160034087500100,영업/정상,서울특별시 구로구 고척로 141 (고척동),GS25 고척한솔점,186624.35946354,444528.741816191
PHMH320123160034087500101,영업/정상,서울특별시 구로구 중앙로12길 12 (고척동 센츄리아파트),GS25 고척센츄리점,187754.860068915,444702.11782251
PHMH320123160034087500102,영업/정상,서울특별시 구로구 경인로 330 (개봉동),GS25 개봉중앙점,187266.736333799,443895.756275778
PHMH320123160034087500103,영업/정상,서울특별시 구로구 경인로3길 61 광장빌딩 (온수동),씨유 온수역점,184406.083962228,443286.684133608
PHMH320123160034087500104,영업/정상,서울특별시 구로구 신도림로11길 38 새마을금고신도림 (신도림동),(주)코리아세븐 신도림점,189203.121046892,445241.920796857
PHMH320123160034087500106,영업/정상,서울특별시 구로구 구일로4길 66 1-1호 (구로동),(주)코리아세븐 구로주공점,188990.036805197,443502.114718089
PHMH320123160034087500107,영업/정상,서울특별시 구로구 새말로 30 (구로동),지에스(GS)25 구로영흥점,189701.49093791,444475.918137315
PHMH320123160034087500108,영업/정상,서울특별시 구로구 디지털로27길 50 1층 (구로동),지에스25남구로포인트점,190330.084441564,442420.516395745
PHMH320123160034087500109,영업/정상,서울특별시 구로구 공원로6가길 52 정진빌딩 (구로동),지에스(GS)25 신도림,190212.557585366,444612.318838181
PHMH320123160034087500111,영업/정상,서울특별시 구로구 경인로20나길 30 이좋은집 104105호 (오류동),GS25 구로성우점,185960.164604807,443636.812899057
PHMH320123160034087500112,영업/정상,서울특별시 구로구 가마산로 265 한솔로이젠트 103호 (구로동),(주)코리아세븐 구로구청점,190174.839618048,443775.071597821
PHMH320123160034087500113,영업/정상,서울특별시 구로구 디지털로 306 대륭포스트타워2차 102호 (구로동),GS25 대륭포스트,190845.231594802,442639.420821243
PHMH320193160034087500038,영업/정상,서울특별시 구로구 경인로35길 38 1층 (개봉동),지에스25(GS) 구로경인점,187049.501473941,444088.935022185
PHMH320223160034087500002,영업/정상,서울특별시 구로구 구일로 154-17 1층 101102호 (구로동 우방아파트),씨유 구일우방점,188850.322284116,443942.074745249
PHMH320223160034087500003,영업/정상,서울특별시 구로구 오리로13길 64 1층 (오류동),GS25 구로으뜸점,184956.939563594,442920.078799552
PHMH320223160034087500004,영업/정상,서울특별시 구로구 오리로22나길 16-8 1층 (궁동),세븐일레븐 서울공연예고점,184969.509114987,444198.260041676
PHMH320223160034087500006,영업/정상,서울특별시 구로구 경인로59길 7 상가동 103호 (신도림동 신도림6차e-편한세상),(주)코리아세븐 신도림이편한점,189569.526514144,444836.184587405
PHMH320213160034087500024,영업/정상,서울특별시 구로구 부일로19길 16 B01호 (궁동 다청림),지에스(GS)25 궁동연세점,185485.142551084,443555.515725964
PHMH320183160034087500030,영업/정상,서울특별시 구로구 구일로10길 27 SK허브수 B동 105호 (구로동),GS25 구로허브점,188674.995072188,443749.503020388
PHMH320183160034087500031,영업/정상,서울특별시 구로구 가마산로22길 42 (구로동),씨유 구로다울점,190024.957912977,443374.671149493
PHMH320193160034087500003,영업/정상,서울특별시 구로구 고척로30길 26 1층 (개봉동),지에스25 개봉푸르지오,186571.764633109,444339.204899632
PHMH320193160034087500004,영업/정상,서울특별시 구로구 고척로 228-6 종만빌딩 1층 (고척동),지에스25 고척으뜸점,187399.697268421,444855.737125874
PHMH320193160034087500007,영업/정상,서울특별시 구로구 중앙로15길 151 101102호 (고척동 한일유앤아이아파트),지에스25(GS25) 구로한일점,186769.886124606,445096.528529175
PHMH320173160034087500036,영업/정상,서울특별시 구로구 디지털로32다길 46(구로동),CU 구로디지털점,190987.489645486,442121.829699931
PHMH320193160034087500010,영업/정상,서울특별시 구로구 연동로13길 56 1층 (항동),지에스25 구로행복점,183966.816298725,442594.694138842
PHMH320193160034087500002,영업/정상,서울특별시 구로구 부일로15길 29 비치빌딩 1층 (궁동),지에스25(GS25)궁동상지,185162.736541527,443561.467680947
PHMH320193160034087500006,영업/정상,서울특별시 구로구 개봉로11길 35 (개봉동),미니스톱 구로개봉점,187030.091477443,442861.064774164
PHMH320193160034087500008,영업/정상,서울특별시 구로구 서해안로 2356 (오류동),지에스25(GS25) 오류동역점,186304.165195955,443534.368283927
PHMH320193160034087500005,영업/정상,서울특별시 구로구 구로동로 125-4 1층 (구로동),씨유 구로조이점,189670.65482673,443086.697059494
PHMH320193170035087500007,영업/정상,서울특별시 금천구 독산로40길 45 1층 (시흥동),GS25 금천한빛점,191693.188340155,439868.816886866
PHMH320223200033087500031,영업/정상,서울특별시 관악구 남부순환로 1456 1층 (신림동),씨유 신림CS점,192201.958233183,442110.836529352
PHMH320193170035087500010,영업/정상,서울특별시 금천구 시흥대로59길 35 101102호 (시흥동 남서울건영아파트),씨유 금천홈풀러스점,190965.440929377,438974.256758419
PHMH320193170035087500014,영업/정상,서울특별시 금천구 시흥대로 315 금천롯데캐슬골드파크4차 1층 (독산동),GS25 금천스타즈점,,
PHMH320193170035087500021,영업/정상,서울특별시 금천구 독산로11길 31 1층 101102호 (시흥동),씨유 금천은행나무점,191459.560348443,438834.149683499
PHMH320193170035087500027,영업/정상,서울특별시 금천구 독산로 10 백운매트로엔 101호 (시흥동),세븐일레븐 금천백산점,191454.010997671,438492.853814448
PHMH320193170035087500025,영업/정상,서울특별시 금천구 독산로72길 50 (독산동),씨유 독산AK점,191486.71157808,440689.088502186
PHMH320193170035087500026,영업/정상,서울특별시 금천구 범안로 1239 (독산동),세븐일레븐 금천부창점,191041.796151932,440503.475513213
PHMH320193170035087500023,영업/정상,서울특별시 금천구 시흥대로 409 107.108호 (독산동),세븐일레븐 독산2호점,190867.365874497,440900.689730201
PHMH320193170035087500020,영업/정상,서울특별시 금천구 벚꽃로 40 (독산동 금천롯데캐슬골드파크1차아파트),GS25 독산캐슬점,190630.0,439645.0
PHMH320193170035087500032,영업/정상,서울특별시 금천구 독산로22가길 18 (시흥동),GS25 금천초교점,192046.795087873,439040.908640073
PHMH320193170035087500035,영업/정상,서울특별시 금천구 독산로 335-1 (독산동),세븐일레븐 독산본점,191386.912754799,441627.903800041
PHMH320193170035087500031,영업/정상,서울특별시 금천구 시흥대로 72 (시흥동),GS25 시흥대로2점,191414.317827986,437602.625094324
PHMH320193170035087500034,영업/정상,서울특별시 금천구 가산로3길 84 1층 (가산동),씨유 금천서울점,190285.477808771,441157.570898091
PHMH320193170035087500033,영업/정상,서울특별시 금천구 남부순환로126길 15 (독산동),세븐일레븐 금천대장점,191617.408542691,441926.565947691
PHMH320223170035087500002,영업/정상,서울특별시 금천구 독산로80길 13 1층 (독산동),GS25독산쌈지점,191434.133067196,441004.915225775
PHMH320223170035087500003,영업/정상,서울특별시 금천구 두산로9길 18 102호 (독산동),씨유 금천E스타점,,
PHMH320223170035087500005,영업/정상,서울특별시 금천구 금하로24가길 4 1층 (시흥동),지에스25 시흥별장점,191851.767471121,438552.144226235
PHMH320223170035087500004,영업/정상,서울특별시 금천구 벚꽃로 114 씨엘빌딩 1층 (독산동),(주)코리아세븐 독산역본점,190217.532209117,440365.053994237
PHMH320223170035087500006,영업/정상,서울특별시 금천구 독산로 267 1층 (독산동),지에스25 독산소망점,191316.861370332,440944.037799841
PHMH320203170035087500001,영업/정상,서울특별시 금천구 가산로 89 대명U타운 102호 (가산동),세븐일레븐 가산광진점,190576.608066861,441306.841473561
PHMH320203170035087500003,영업/정상,서울특별시 금천구 벚꽃로 298 대륭포스트타워6차 125호 (가산동),지에스25(GS25)가산포스트6차점,189662.959175776,442139.514492212
PHMH320203170035087500004,영업/정상,서울특별시 금천구 벚꽃로56길 32 1층 (가산동),씨유 가산굴다리점,189533.894568503,442480.099547579
PHMH320203170035087500005,영업/정상,서울특별시 금천구 디지털로10길 78 1층 114호 (가산동),씨유 가산테라타워점,190185.054136417,441381.452926959
PHMH320203170035087500002,영업/정상,서울특별시 금천구 독산로 250 1층 (독산동),씨유 독산광장점,191321.505420593,440771.958692379
PHMH320203170035087500006,영업/정상,서울특별시 금천구 시흥대로52길 51 (시흥동),지에스(GS)25 시흥만섬점,191237.492605272,439052.867260844
PHMH320223170035087500001,영업/정상,서울특별시 금천구 문성로 47 1층 (독산동),씨유 독산문성점,191866.834191431,441654.490987833
PHMH320213170035087500033,영업/정상,서울특별시 금천구 시흥대로 93 1층 (시흥동),씨유 시흥공구단지점,191363.74501119,437811.811502379
PHMH320183170035087500020,영업/정상,서울특별시 금천구 두산로 28 삼양솔리브오피스텔 제1층 101호 (독산동),(주)코리아세븐 독산솔리브점,190279.864466549,440880.176750829
PHMH320183170035087500021,영업/정상,서울특별시 금천구 가산로 134 1층 (가산동),미니스톱 금천가산점,190360.095228614,441704.231986139
PHMH320203170035087500007,영업/정상,서울특별시 금천구 독산로103길 30 1층 (독산동),지에스(GS)25 독산행복점,191258.097179065,441613.625135612
PHMH320203170035087500008,영업/정상,서울특별시 금천구 시흥대로 266 1층 (시흥동),씨유금천교차로점,191075.857097963,439485.637630184
PHMH320203170035087500011,영업/정상,서울특별시 금천구 시흥대로94길 11 1층 (독산동),씨유 독산제일점,190963.073598906,440007.045428735
PHMH320203170035087500009,영업/정상,서울특별시 금천구 가산로5길 46 1층 (가산동),씨유 가산두산점,190374.446832386,441290.29413211
PHMH320203170035087500010,영업/정상,서울특별시 금천구 독산로6가길 18 1층 (시흥동),지에스25 금천다온,191609.240137265,438526.218300323
PHMH320213170035087500030,영업/정상,서울특별시 금천구 금하로29길 15 1층 (시흥동),지에스25 금천탑골점,192184.804995303,438741.279370271
PHMH320213170035087500029,영업/정상,서울특별시 금천구 가산디지털2로 166 에이스 K1타워 111112호 (가산동),세븐일레븐 가산K1타워점,,
PHMH320213170035087500028,영업/정상,서울특별시 금천구 두산로 50 1층 (독산동),씨유독산마차길점,190507.697469161,440877.633009703
PHMH320213170035087500032,영업/정상,서울특별시 금천구 두산로3길 7 102호 (독산동),씨유 독산유원점,,
PHMH320213170035087500031,영업/정상,서울특별시 금천구 벚꽃로6길 21 예일빌딩 103호 (독산동),세븐일레븐 금천예일점,190493.815767037,439864.972664646
PHMH320203170035087500012,영업/정상,서울특별시 금천구 금하로 734 1층 (시흥동),지에스25시흥금하로,192074.641476925,438691.551411423
PHMH320203170035087500014,영업/정상,서울특별시 금천구 시흥대로36길 8 1층 (시흥동),씨유 시흥박미점,191473.678569627,437945.283977421
PHMH320203170035087500016,영업/정상,서울특별시 금천구 디지털로10길 69 가산센트럴푸르지오시티 1동 G07호 (가산동),씨유 가산센트럴푸르지오점,190278.679728809,441481.431441947
PHMH320203170035087500013,영업/정상,서울특별시 금천구 금하로 633 (시흥동),씨유시흥본점,191219.962380735,439204.015762203
PHMH320203170035087500015,영업/정상,서울특별시 금천구 시흥대로88길 21 131~134호 (독산동 호정타워아파트),세븐일레븐 금천호정점,191107.710302267,439893.760903697
PHMH320213170035087500021,영업/정상,서울특별시 금천구 독산로 348 1층 (독산동),씨유 독산백광점,191432.044877391,441748.984193168
PHMH320213170035087500024,영업/정상,서울특별시 금천구 독산로 313(독산동),지에스25 독산반수점,191372.117436323,441413.396592601
PHMH320213170035087500026,영업/정상,서울특별시 금천구 범안로12길 44 비105비106호 (독산동),씨유 독산롯데캐슬점,,
PHMH320213170035087500025,영업/정상,서울특별시 금천구 독산로64길 10(독산동),씨유 독산정훈점,191379.478618508,440304.334651266
PHMH320213170035087500022,영업/정상,서울특별시 금천구 독산로58길 42 지하1층 1호 (독산동),세븐일레븐 금천정훈점,191556.114774643,440326.308868727
PHMH320213170035087500023,영업/정상,서울특별시 금천구 시흥대로57길 5 웨스트밸리 1층 108호 (시흥동),지에스25시흥웨스트점,191117.342631944,438941.792191344
PHMH320213170035087500016,영업/정상,서울특별시 금천구 독산로10길 96 상가동동 201202-1호 (시흥동 건영아파트),씨유 건영타운점,192028.921341837,438583.251827435
PHMH320213170035087500013,영업/정상,서울특별시 금천구 남부순환로126길 48 1층 (독산동),씨유 독산호산나,191683.57332144,441778.351919205
PHMH320213170035087500015,영업/정상,서울특별시 금천구 독산로58나길 48 1층 (독산동),씨유 금천파크점,191664.180288143,440323.711040288
PHMH320213170035087500014,영업/정상,서울특별시 금천구 시흥대로56길 9 1층 (시흥동),씨유 시흥샘길점,191269.181999466,438945.628521766
PHMH320213170035087500012,영업/정상,서울특별시 금천구 시흥대로153길 78 1층 (가산동),세븐일레븐 금천본점,190568.592852167,441606.525698085
PHMH320213170035087500020,영업/정상,서울특별시 금천구 독산로25길 35 1층 (시흥동),지에스25 시흥초교점,191426.788441854,439264.894285779
PHMH320213170035087500018,영업/정상,서울특별시 금천구 벚꽃로 100 상가동 지하1층 67호 (독산동 독산역 롯데캐슬),세븐일레븐 독산역롯데캐슬점,,
PHMH320213170035087500019,영업/정상,서울특별시 금천구 시흥대로148길 54 103104호 (독산동 조일하이츠맨숀),씨유 금천조일점,191218.125319193,441476.941407818
PHMH320213170035087500017,영업/정상,서울특별시 금천구 금하로 750 상가1동 106호 (시흥동),GS25 시흥우방점,192297.91598261,438580.148239494
PHMH320133170035087500001,영업/정상,서울특별시 금천구 디지털로12길 21 (가산동),GS25가산하이힐점,190191.054939581,441731.760402709
PHMH320183170035087500026,영업/정상,서울특별시 금천구 벚꽃로18길 36 (독산동 진도아파트),세븐일레븐 금천벚꽃점,190261.800634209,440629.728830675
PHMH320193170035087500005,영업/정상,서울특별시 금천구 독산로50길 98 (시흥동),씨유 시흥4동점,191936.282312791,440019.759536709
PHMH320193170035087500003,영업/정상,서울특별시 금천구 독산로80길 42 1층 (독산동),씨유 독산4동점,191522.076189756,440906.531653018
PHMH320193170035087500004,영업/정상,서울특별시 금천구 독산로41길 69 1층 (시흥동),GS25 금천나래점,191289.925390374,439528.795932489
PHMH320193170035087500001,영업/정상,서울특별시 금천구 시흥대로104길 54 1층 (독산동),지에스(GS)25독산초교점,191141.596271411,440238.893438731
PHMH320193170035087500006,영업/정상,서울특별시 금천구 시흥대로47길 35 (시흥동 스카이아파트),미니스톱 금천스카이점,191106.016949341,438602.864288662
PHMH320173170035087500024,영업/정상,서울특별시 금천구 시흥대로123길 14 101호 (독산동),CU금천코스모점,190844.944892204,440930.462360108
PHMH320123170035087500043,영업/정상,서울특별시 금천구 독산로51길 20 (독산동),씨유 독산동길점,191340.083831641,440110.269815877
PHMH320123170035087500044,영업/정상,서울특별시 금천구 시흥대로149길 60 (가산동),씨유 가산세일,190618.31046407,441427.794993091
PHMH320123170035087500045,영업/정상,서울특별시 금천구 금하로 617 (시흥동),GS25 시흥점,191049.805464418,439166.771268508
PHMH320123170035087500092,영업/정상,서울특별시 금천구 시흥대로 349 1층 (독산동),지에스25 뉴시흥대로점,190836.082862874,440285.518277278
PHMH320123170035087500014,영업/정상,서울특별시 금천구 시흥대로 165 110-111호 (시흥동 남서울한양아파트재건축단지상가1단지),씨유 남서울풍림점,191342.238715,438823.968061
PHMH320123170035087500036,영업/정상,서울특별시 금천구 시흥대로116길 2 (독산동),㈜코리아세븐 독산점,190986.165020353,440661.831383228
PHMH320123170035087500037,영업/정상,서울특별시 금천구 시흥대로 427 (독산동),㈜코리아세븐 금천독산점,190887.148804759,441064.093086615
PHMH320123170035087500064,영업/정상,서울특별시 금천구 독산로 74 1층 (시흥동),오마트,191642.090900359,439083.290717603
PHMH320123170035087500066,영업/정상,서울특별시 금천구 가산디지털1로 168 28호 (가산동 우림라이온스밸리),GS25 금천우림점,189538.020935968,441982.427934953
PHMH320123170035087500055,영업/정상,서울특별시 금천구 벚꽃로 286 (가산동),GS25 가리봉역점,189685.516219475,442026.468974479
PHMH320123170035087500056,영업/정상,서울특별시 금천구 가산로 148 (가산동),썬마트,190278.765566019,441825.884786029
PHMH320133170035087500028,영업/정상,서울특별시 금천구 금하로23길 20 (시흥동 건우),씨유 시흥5동점,191866.547189357,438880.67847308
PHMH320123170035087500061,영업/정상,서울특별시 금천구 가산디지털2로 136 (가산동),씨유 가산승일점,189285.310103951,441997.330701427
PHMH320183170035087500023,영업/정상,서울특별시 금천구 삼성산길 11 1층 (시흥동),GS25 금천삼성산점,191507.333419018,436888.773525926
PHMH320203170035087500017,영업/정상,서울특별시 금천구 가산디지털1로 128 에스티엑스브이타워 1층 103호 (가산동),세븐일레븐 가산STXV타워점,189647.046752134,441677.096205358
PHMH320203170035087500018,영업/정상,서울특별시 금천구 시흥대로28길 35 1층 (시흥동),씨유 금산초교점,191595.745126858,437818.53216611
PHMH320203170035087500019,영업/정상,서울특별시 금천구 독산로106길 19 (독산동),지에스(GS)25 금천왕창점,191521.396317755,441767.558563745
PHMH320213170035087500008,영업/정상,서울특별시 금천구 디지털로9길 46 이앤씨드림타워7차 104호 (가산동),씨유 가산ENC7,189943.546219232,441990.817436962
PHMH320213170035087500006,영업/정상,서울특별시 금천구 독산로50길 10 1층 (시흥동),씨유 금천한율점,191501.281401037,440044.767438191
PHMH320213170035087500007,영업/정상,서울특별시 금천구 독산로28길 11 (시흥동),미니스톱 금천느티나무점,191646.990306914,439365.351328562
