gid,구이름,lon,lat,심야약국,전체약국,응급실,상비의약품,경찰서,고위험군,총인구,구가중치
ㅼ_5354,종로구,126.9733009,37.58872354,0,0,0,1,0,601.0,1861.0,2
ㅼ_5652,종로구,127.007399,37.57084385,0,44,1,27,2,2445.0,358.0,2
ㅼ_5353,종로구,126.9733644,37.57971038,0,8,0,6,4,2241.0,6798.0,2
ㅼ_5653,종로구,127.0073397,37.57985707,0,5,0,10,2,4938.0,14572.0,2
ㅼ_5554,종로구,126.9959538,37.58882245,0,7,0,19,3,4106.0,13617.0,2
ㅼ_5157,종로구,126.9504492,37.61565957,0,0,0,0,0,202.0,481.0,2
ㅼ_5359,종로구,126.9729829,37.63378911,0,0,0,0,0,,0.0,2
ㅼ_5654,종로구,127.0072803,37.58887028,0,17,0,22,0,9617.0,995.0,2
ㅼ_5457,종로구,126.9844407,37.61581297,0,0,0,0,0,97.0,219.0,2
ㅼ_5752,종로구,127.0187228,37.57089056,0,17,0,38,1,7136.0,12383.0,2
ㅼ_5753,종로구,127.0186648,37.57990379,0,12,0,25,1,8913.0,12733.0,2
ㅼ_5553,종로구,126.9960145,37.57980926,0,22,1,19,0,849.0,3861.0,2
ㅼ_5156,종로구,126.9505155,37.60664649,0,0,0,3,0,1590.0,735.0,2
ㅼ_5253,종로구,126.9620393,37.57965932,0,4,1,6,0,3465.0,10661.0,2
ㅼ_5552,종로구,126.9960753,37.57079606,0,33,0,19,1,1420.0,641.0,2
ㅼ_5153,종로구,126.9507143,37.57960716,0,2,0,5,0,3447.0,638.0,2
ㅼ_5355,종로구,126.9732373,37.59773668,0,0,0,0,0,113.0,333.0,2
ㅼ_5155,종로구,126.9505818,37.59763339,0,5,0,7,1,5857.0,348.0,2
ㅼ_5453,종로구,126.9846894,37.57976037,0,5,0,8,1,1900.0,5744.0,2
ㅼ_5458,종로구,126.9843785,37.62482609,0,0,0,0,0,,,2
ㅼ_5455,종로구,126.9845651,37.5977867,0,0,0,0,0,231.0,,2
ㅼ_5251,종로구,126.962169,37.56163299,0,8,0,19,1,6987.0,4796.0,2
ㅼ_5358,종로구,126.9730466,37.62477603,0,0,0,0,0,,,2
ㅼ_5259,종로구,126.9616497,37.63373794,0,0,0,0,0,,,2
ㅼ_5452,중구,126.9847515,37.57074718,0,33,0,46,4,1362.0,103.0,2
ㅼ_5350,중구,126.9735547,37.55267083,0,13,0,18,2,4538.0,1077.0,2
ㅼ_5651,중구,127.0074584,37.56183062,0,7,0,34,1,3664.0,12478.0,2
ㅼ_5451,중구,126.9848136,37.56173398,0,35,1,37,1,1850.0,5157.0,2
ㅼ_5450,중구,126.9848757,37.55272077,0,0,0,0,0,1719.0,1244.0,2
ㅼ_5351,중구,126.9734913,37.56168403,0,27,0,31,3,983.0,3217.0,2
ㅼ_5851,중구,127.0301033,37.56192292,0,22,1,33,0,10843.0,2514.0,2
ㅼ_5550,중구,126.9961967,37.55276962,0,0,0,3,0,460.0,1283.0,2
ㅼ_5551,중구,126.996136,37.56178284,0,16,0,31,2,2033.0,7537.0,2
ㅼ_5751,중구,127.0187808,37.56187732,0,25,0,25,2,9924.0,27598.0,2
ㅼ_5752,중구,127.0187228,37.57089056,0,17,0,38,1,7136.0,12383.0,2
ㅼ_5251,중구,126.962169,37.56163299,0,8,0,19,1,6987.0,4796.0,2
ㅼ_5650,중구,127.0075177,37.55281738,1,21,0,23,1,7640.0,22036.0,2
ㅼ_5750,중구,127.0188388,37.55286406,0,17,0,14,1,12466.0,8855.0,2
ㅼ_5352,중구,126.9734278,37.57069721,0,14,1,27,3,2018.0,384.0,2
ㅼ_5552,중구,126.9960753,37.57079606,0,33,0,19,1,1420.0,641.0,2
ㅼ_5250,중구,126.9622337,37.55261981,0,19,0,18,0,10247.0,6054.0,2
ㅼ_5649,중구,127.007577,37.54380412,0,1,0,6,0,4801.0,3715.0,2
ㅼ_5652,중구,127.007399,37.57084385,0,44,1,27,2,2445.0,358.0,2
ㅼ_5549,중구,126.9962573,37.54375637,0,0,0,4,0,872.0,,2
ㅼ_5252,중구,126.9621042,37.57064616,1,26,1,13,2,8980.0,,2
ㅼ_6254,중랑구,127.0752398,37.5891344,0,13,0,28,1,7093.0,23260.0,2
ㅼ_6354,중랑구,127.0865664,37.58917462,1,17,0,27,0,11217.0,37665.0,2
ㅼ_6455,중랑구,127.0978446,37.59822705,0,22,0,22,1,9529.0,29274.0,2
ㅼ_6453,중랑구,127.0979416,37.58020043,0,1,0,0,0,3100.0,9295.0,2
ㅼ_6656,중랑구,127.120455,37.60731538,0,0,0,0,0,,27.0,2
ㅼ_6557,중랑구,127.1090783,37.61629169,0,0,0,1,0,3613.0,9805.0,2
ㅼ_6255,중랑구,127.0751885,37.59814768,0,17,0,21,1,7719.0,22364.0,2
ㅼ_6257,중랑구,127.075086,37.61617418,0,16,0,31,0,8036.0,16691.0,2
ㅼ_6253,중랑구,127.075291,37.58012111,0,6,0,12,2,8072.0,6010.0,2
ㅼ_6355,중랑구,127.0865165,37.59818791,0,14,0,32,0,10545.0,36126.0,2
ㅼ_6554,중랑구,127.1092198,37.58925179,0,0,0,0,0,,44.0,2
ㅼ_6357,중랑구,127.0864167,37.61621444,0,3,0,7,1,7006.0,19650.0,2
ㅼ_6356,중랑구,127.0864667,37.60720118,0,1,0,3,0,3813.0,11234.0,2
ㅼ_6454,중랑구,127.0978931,37.58921375,0,10,0,12,1,8511.0,27206.0,2
ㅼ_6457,중랑구,127.0977475,37.61625361,0,11,1,2,1,3485.0,10390.0,2
ㅼ_6556,중랑구,127.1091255,37.6072784,0,2,0,2,0,1028.0,2645.0,2
ㅼ_6655,중랑구,127.1205008,37.59830207,0,0,0,0,0,,0.0,2
ㅼ_6353,중랑구,127.0866163,37.58016132,0,26,1,25,1,12284.0,37748.0,2
ㅼ_6252,중랑구,127.0753422,37.57110781,1,18,0,18,1,11284.0,3334.0,2
ㅼ_6256,중랑구,127.0751373,37.60716094,0,8,0,19,0,7865.0,23122.0,2
ㅼ_6555,중랑구,127.1091727,37.5982651,0,9,1,3,0,3335.0,9525.0,2
ㅼ_6456,중랑구,127.0977961,37.60724034,0,13,0,11,0,11281.0,32558.0,2
ㅼ_6352,중랑구,127.0866661,37.571148,0,7,0,12,0,7312.0,11044.0,2
ㅼ_6657,중랑구,127.1204092,37.61632868,0,0,0,0,0,,,2
ㅼ_6452,중랑구,127.09799,37.5711871,0,0,0,0,0,,,2
ㅼ_6553,중랑구,127.1092669,37.58023846,0,0,0,0,0,,,2
ㅼ_6155,중랑구,127.0638605,37.59810636,0,18,0,14,1,6999.0,,2
ㅼ_6558,중랑구,127.1090311,37.62530496,0,0,0,0,0,,,2
ㅼ_6654,중랑구,127.1205465,37.58928875,0,0,0,0,0,,,2
