,index,gid,구이름,lon,lat,심야약국,전체약국,응급실,상비의약품,경찰서,고위험군,총인구,구가중치,sum,순위
255,937,ㅼ궗6642,송파구,127.1210942,37.48112777,-0.0,8,0.0,0.4126984126984127,0.0,0.4226316871018563,0.811868965213174,2.0,3.647199065013443,205
256,885,ㅼ궗6449,광진구,127.0981353,37.54414704,-0.0,9,0.0,0.1269841269841269,0.25,1.0585656551818616,1.2003879899475332,1.0,3.6359377721135218,206
257,644,ㅼ궗5861,도봉구,127.0295359,37.65205491,-0.0,11,0.0,0.2698412698412698,0.0,1.1835057195698335,1.1783871963317314,1.0,3.6317341857428342,207
260,546,ㅼ궗5657,강북구,127.0071019,37.6159098,-0.0,5,0.0,0.1587301587301587,0.25,1.3114596890197958,0.9047661037873108,1.0,3.624955951537266,209
262,943,ㅼ궗6647,송파구,127.1208664,37.52619509,-0.0,16,0.0,0.1428571428571428,0.5,0.6444277005274334,0.3357876636832591,2.0,3.6230725070678353,210
264,141,ㅼ궗4549,양천구,126.8830622,37.54321922,-0.0,1,0.0,0.0952380952380952,0.0,0.4683882457702582,0.0487632820422379,3.0,3.612389623050592,212
265,496,ㅼ궗5551,중구,126.996136,37.56178284,-0.0,16,0.0,0.492063492063492,0.5,0.2785122268648538,0.3323045721088135,2.0,3.60288029103716,213
266,761,ㅼ궗6148,성동구,127.0642282,37.53501324,-0.0,11,0.0,0.365079365079365,0.25,0.9099253373518734,0.073497641197478,2.0,3.5985023436287165,214
267,715,ㅼ궗6051,성동구,127.0527482,37.56201088,-0.0,9,0.0,0.2222222222222222,0.25,0.5701760394547571,0.5544729068383228,2.0,3.5968711685153023,215
269,710,ㅼ궗6048,성동구,127.0529098,37.53497093,-0.0,11,0.0,0.2063492063492063,0.25,0.5353791355572299,0.6005026233411225,2.0,3.5922309652475586,216
270,752,ㅼ궗6144,송파구,127.0644378,37.49895972,-0.0,15,0.0,0.2063492063492063,0.25,1.1336392903623536,0.0,2.0,3.58998849671156,217
272,860,ㅼ궗6358,노원구,127.0863668,37.62522769,-0.0,4,0.5,0.0952380952380952,0.0,0.975272278923214,1.0167100216039855,1.0,3.5872203957652946,219
273,230,ㅼ궗4842,관악구,126.917511,37.48029949,-0.0,13,0.0,0.3333333333333333,0.25,0.9763682444003012,0.0,2.0,3.5597015777336347,220
274,592,ㅼ궗5757,강북구,127.0184325,37.61595659,-0.0,17,0.0,0.2222222222222222,0.0,1.8969792451537777,0.4331378687006745,1.0,3.5523393360766744,221
276,850,ㅼ궗6350,광진구,127.0867657,37.55312133,-0.0,18,0.0,0.4444444444444444,0.0,0.987738886225084,1.1156033684581808,1.0,3.547786699127709,222
277,186,ㅼ궗4738,금천구,126.9064861,37.44419023,-0.0,8,0.0,0.0952380952380952,0.0,0.7503253647510103,0.6986464441603104,2.0,3.544209904149416,223
278,397,ㅼ궗5253,종로구,126.9620393,37.57965932,-0.0,4,0.5,0.0952380952380952,0.0,0.4746900472635111,0.4700410034830916,2.0,3.5399691459846983,224
279,460,ㅼ궗5449,용산구,126.9849377,37.54370754,-0.0,8,0.0,0.238095238095238,0.0,0.6386738817727241,0.6530135355583969,2.0,3.529782655426359,225
280,288,ㅼ궗4958,은평구,126.9277193,37.62456489,-0.0,3,0.0,0.1587301587301587,0.25,1.0714432495376396,1.0469996913716326,1.0,3.5271730996394317,226
281,427,ㅼ궗5351,중구,126.9734913,37.56168403,-0.0,27,0.0,0.492063492063492,0.75,0.134666757997123,0.1418367796834354,2.0,3.518567029744051,227
282,270,ㅼ궗4946,영등포구,126.9285462,37.51640759,-0.0,24,0.0,0.2857142857142857,0.0,0.7534762654976368,0.4788589568361183,2.0,3.5180495080480405,228
284,677,ㅼ궗5956,성북구,127.0411492,37.60703368,-0.0,16,0.0,0.1587301587301587,0.0,1.1861086375779162,1.1665270490719104,1.0,3.511365845379985,229
285,613,ㅼ궗5843,서초구,127.0305553,37.48981633,-0.0,23,0.0,0.6507936507936507,0.25,0.8726625111308993,0.7299501785635554,1.0,3.5034063404881053,230
287,244,ㅼ궗4852,마포구,126.9168097,37.57043109,-0.0,17,0.0,0.1746031746031746,0.0,1.3596821700116446,0.9684758167629294,1.0,3.5027611613777485,231
288,302,ㅼ궗5046,동작구,126.9398617,37.51646179,-0.0,13,0.5,0.3333333333333333,0.0,0.3886567573121446,0.2671398968299457,2.0,3.489129987475424,232
290,373,ㅼ궗5242,관악구,126.9627509,37.48051386,-0.0,9,0.0,0.2857142857142857,0.25,0.8467703267347079,0.1027291565627617,2.0,3.4852137690117555,233
292,686,ㅼ궗5960,도봉구,127.0409275,37.64308642,-0.0,9,0.0,0.1428571428571428,0.0,1.1588464963353653,1.1786517349323222,1.0,3.48035537412483,234
294,661,ㅼ궗5944,강남구,127.0418119,37.49887413,-0.0,38,0.0,0.6666666666666666,0.0,0.8021097335433933,1.0101847361227458,1.0,3.478961136332805,235
297,425,ㅼ궗5350,중구,126.9735547,37.55267083,-0.0,13,0.0,0.2857142857142857,0.5,0.6216864168778683,0.0474846788060491,2.0,3.4548853813982032,238
299,662,ㅼ궗5945,강남구,127.0417568,37.5078875,-0.0,8,0.0,0.6825396825396826,0.5,0.4892115898349202,0.7792425378069749,1.0,3.450993810181578,239
300,984,ㅼ궗6943,송파구,127.154984,37.49024524,-0.0,4,0.0,0.0952380952380952,0.0,0.7107336118912254,0.6342312949164499,2.0,3.4402030020457706,240
302,774,ㅼ궗6155,동대문구,127.0638605,37.59810636,-0.0,18,0.0,0.2222222222222222,0.25,0.9588327967669018,0.0,2.0,3.431055018989124,242
304,544,ㅼ궗5656,성북구,127.0071614,37.60689664,-0.0,15,0.0,0.3333333333333333,0.25,0.9315706555243508,0.9149508399100568,1.0,3.429854828767741,243
306,843,ㅼ궗6344,송파구,127.0870639,37.49904098,-0.0,2,0.0,0.1904761904761904,0.0,0.5688060826083978,0.6667254530223535,2.0,3.426007726106942,245
307,925,ㅼ궗6555,중랑구,127.1091727,37.5982651,-0.0,9,0.5,0.0476190476190476,0.0,0.4568806082608397,0.4199550284378995,2.0,3.4244546843177868,246
309,663,ㅼ궗5946,강남구,127.0417017,37.51690086,-0.0,24,0.0,0.4285714285714285,0.0,0.9471881635728474,1.0458533574357392,1.0,3.421612949580015,248
310,267,ㅼ궗4945,영등포구,126.928615,37.50739439,-0.0,7,0.0,0.1269841269841269,0.25,1.0219878073840674,0.0115074291256999,2.0,3.410479363493894,249
314,422,ㅼ궗5347,용산구,126.9737448,37.52563116,-0.0,2,0.0,0.0158730158730158,0.25,0.597301185012672,0.5237864291697897,2.0,3.3869606300554778,252
315,100,ㅼ궗4351,강서구,126.8602695,37.56112482,-0.0,11,0.0,0.1269841269841269,0.0,1.2589903418042332,0.0,2.0,3.38597446878836,253
316,423,ㅼ궗5348,용산구,126.9736814,37.5346444,-0.0,5,0.0,0.0952380952380952,0.25,0.4486608671826837,0.5781491115911996,2.0,3.3720480740119787,254
317,20,ㅼ궗3852,강서구,126.803576,37.5698174,-0.0,2,0.0,0.2063492063492063,0.0,0.6075758613603671,0.5553987919403907,2.0,3.369323859649964,255
318,764,ㅼ궗6149,성동구,127.0641758,37.54402658,-0.0,11,0.0,0.7619047619047619,0.0,0.477155969586958,0.1173669591287862,2.0,3.356427690620506,256
319,39,ㅼ궗4044,구로구,126.8268708,37.4978449,-0.0,2,0.0,0.1428571428571428,0.0,0.6129186930611685,0.5997090075393501,2.0,3.3554848434576616,257
320,421,ㅼ궗5346,용산구,126.9738081,37.5166179,-0.0,8,0.0,0.0793650793650793,0.0,0.674292759778067,0.5852916538071513,2.0,3.338949492950298,258
324,243,ㅼ궗4851,마포구,126.91688,37.561418,-0.0,9,0.0,0.5714285714285714,0.0,0.7652578943763271,0.9766765133812442,1.0,3.3133629791861425,261
325,296,ㅼ궗5041,관악구,126.9401981,37.47139557,-0.0,11,0.0,0.3174603174603174,0.25,0.7421056236728543,0.0,2.0,3.3095659411331715,262
326,806,ㅼ궗6250,성동구,127.0754445,37.55308116,-0.0,14,0.0,0.3492063492063492,0.0,0.8389615727104596,0.1145011242890525,2.0,3.302669046205861,263
327,216,ㅼ궗4755,은평구,126.9052711,37.59741377,-0.0,9,0.0,0.2698412698412698,0.0,1.0107541612439208,1.02147171641462,1.0,3.3020671474998107,264
328,413,ㅼ궗5341,동작구,126.9741242,37.47155143,-0.0,2,0.0,0.2698412698412698,0.25,0.7707377217617645,0.0054671310788765,2.0,3.296046122681911,265
330,909,ㅼ궗6543,송파구,127.1097369,37.49010443,-0.0,6,0.0,0.1587301587301587,0.25,0.5853825604493458,0.2971209382302368,2.0,3.2912336574097414,266
331,630,ㅼ궗5853,동대문구,127.02999,37.57994943,-0.0,19,0.0,0.4126984126984127,0.0,0.7545722309747243,0.1210264097702923,2.0,3.2882970534434293,267
332,779,ㅼ궗6158,노원구,127.0637026,37.62514606,-0.0,9,0.0,0.1428571428571428,0.0,1.0840468525241451,1.0607997883691196,1.0,3.287703783750408,268
333,50,ㅼ궗4052,강서구,126.8262224,37.56994882,-0.0,11,0.0,0.1269841269841269,0.0,0.5148297828618398,0.6450773775406728,2.0,3.28689128738664,269
334,723,ㅼ궗6056,성북구,127.0524785,37.60707719,-0.0,6,0.0,0.238095238095238,0.5,0.7822453592711829,0.7640315682730038,1.0,3.2843721656394247,270
335,632,ㅼ궗5854,동대문구,127.0299333,37.58896266,-0.0,8,0.5,0.3809523809523809,0.0,0.1837112130967874,0.2114986111723469,2.0,3.276162205221516,271
336,808,ㅼ궗6251,동대문구,127.0753933,37.56209449,-0.0,8,0.0,0.3809523809523809,0.0,0.8662237139530105,0.0269388474934967,2.0,3.274114942398888,272
338,674,ㅼ궗5954,동대문구,127.0412599,37.58900723,-0.0,10,0.0,0.1269841269841269,0.25,0.8552640591821358,0.0345663771438649,2.0,3.2668145633101275,273
339,261,ㅼ궗4941,관악구,126.9288895,37.47134145,-0.0,9,0.0,0.4126984126984127,0.0,0.8438934173573532,0.0,2.0,3.2565918300557657,274
340,452,ㅼ궗5444,동작구,126.9852474,37.49864119,-0.0,3,0.0,0.1111111111111111,0.0,0.6211384341393246,0.5232132622018429,2.0,3.2554628074522785,275
341,963,ㅼ궗6747,송파구,127.1321836,37.52623087,-0.0,22,0.0,0.2857142857142857,0.0,0.962394684567436,0.0,2.0,3.248108970281722,276
342,739,ㅼ궗6064,도봉구,127.0520458,37.67918256,-0.0,9,0.0,0.238095238095238,0.25,1.3561202822111105,0.4030686477668533,1.0,3.2472841680732016,277
344,668,ㅼ궗5950,성동구,127.041481,37.55295415,-0.0,5,0.0,0.1269841269841269,0.0,0.5507226522364546,0.5628940522904634,2.0,3.240600831511045,278
345,636,ㅼ궗5857,성북구,127.0297632,37.61600228,-0.0,15,0.0,0.3174603174603174,0.5,1.2866634701006918,0.1244654115779727,1.0,3.228589199138982,279
347,49,ㅼ궗4051,강서구,126.8263036,37.56093588,-0.0,9,0.0,0.1111111111111111,0.0,0.5566134666757997,0.5570742030774657,2.0,3.2247987808643765,280
348,962,ㅼ궗6746,송파구,127.1322278,37.51721743,-0.0,6,0.0,0.0793650793650793,0.0,0.5759298582094664,0.5693752480049381,2.0,3.224670185579484,281
349,678,ㅼ궗5957,강북구,127.0410938,37.61604689,-0.0,7,0.0,0.238095238095238,0.0,1.1378861565860674,0.8408800317446321,1.0,3.216861426425938,282
353,350,ㅼ궗5151,마포구,126.9508467,37.56158087,-0.0,11,0.0,0.238095238095238,0.0,0.9882868689636276,0.9841717737313168,1.0,3.2105538807901826,285
354,841,ㅼ궗6343,강남구,127.0871135,37.49002754,-0.0,20,0.5,0.1269841269841269,0.25,0.6879923282416603,0.6421233631674088,1.0,3.207099818393196,286
355,215,ㅼ궗4754,은평구,126.9053429,37.58840073,-0.0,6,0.0,0.238095238095238,0.25,0.8803342694705116,0.8357215290331114,1.0,3.204151036598861,287
356,382,ㅼ궗5247,용산구,126.9624279,37.52558019,-0.0,12,0.0,0.1746031746031746,0.0,0.5029111582985136,0.5151448348838235,2.0,3.192659167785512,288
358,356,ㅼ궗5155,종로구,126.9505818,37.59763339,-0.0,5,0.0,0.1111111111111111,0.25,0.8023837249126652,0.0153432388342665,2.0,3.1788380748580427,290
359,41,ㅼ궗4045,양천구,126.8267899,37.50685794,-0.0,0,0.0,0.0,0.0,0.0876772381669977,0.0852696089237688,3.0,3.1729468470907665,291
360,227,ㅼ궗4840,금천구,126.9176508,37.462273,-0.0,5,0.0,0.0793650793650793,0.25,0.7852592643331735,0.0533045280190467,2.0,3.1679288717172995,292
362,424,ㅼ궗5349,용산구,126.9736181,37.54365762,-0.0,13,0.0,0.2222222222222222,0.0,0.4196177820398657,0.5028878797231162,2.0,3.144727883985204,293
363,109,ㅼ궗4444,구로구,126.8721206,37.49809408,-0.0,3,0.0,0.1111111111111111,0.0,0.501952188506062,0.5190688241259204,2.0,3.132132123743093,294
364,827,ㅼ궗6260,노원구,127.074932,37.64321384,-0.0,4,0.0,0.1111111111111111,0.0,1.0158230015754504,1.0024249371720824,1.0,3.129359049858644,295
365,702,ㅼ궗6042,강남구,127.0532322,37.48089065,-0.0,6,0.0,0.0793650793650793,0.25,0.9343105692170696,0.8639389797627971,1.0,3.127614628344946,296
366,667,ㅼ궗5949,성동구,127.0415362,37.54394085,-0.0,0,0.0,0.2698412698412698,0.0,0.4108500582231659,0.436576870508355,2.0,3.117268198572791,297
367,736,ㅼ궗6063,노원구,127.0520999,37.67016944,-0.0,15,0.0,0.238095238095238,0.0,1.5470922665936022,0.32454477315815,1.0,3.1097322778469905,298
369,278,ㅼ궗4951,마포구,126.9282022,37.56147337,-0.0,8,0.0,0.5714285714285714,0.25,0.6145626412767997,0.6688417618270799,1.0,3.104832974532451,299
370,706,ㅼ궗6046,강남구,127.0530174,37.51694422,-0.0,12,0.0,0.2539682539682539,0.25,0.800739776697034,0.7946298664080067,1.0,3.0993378970732945,300
371,768,ㅼ궗6151,동대문구,127.0640708,37.56205323,-0.0,15,0.0,0.4603174603174603,0.0,0.5355161312418658,0.0936466646091442,2.0,3.0894802561684704,301
373,499,ㅼ궗5553,종로구,126.9960145,37.57980926,-0.0,22,0.5,0.3015873015873015,0.0,0.1163093362559079,0.1702305894801816,2.0,3.0881272273233917,302
374,372,ㅼ궗5241,관악구,126.9628155,37.47150056,-0.0,12,0.0,0.3015873015873015,0.0,0.7826563463250907,0.0,2.0,3.084243647912392,303
375,210,ㅼ궗4752,마포구,126.9054862,37.57037461,-0.0,10,0.0,0.238095238095238,0.25,1.3300911021302828,0.2546184030686477,1.0,3.0728047432941685,304
376,857,ㅼ궗6356,중랑구,127.0864667,37.60720118,-0.0,1,0.0,0.0476190476190476,0.0,0.5223645455168162,0.4953044398395132,2.0,3.065288032975377,305
377,947,ㅼ궗6649,송파구,127.1207751,37.54422192,-0.0,14,0.0,0.3492063492063492,0.0,0.686485375710665,0.026057052158194,2.0,3.0617487770752083,306
378,54,ㅼ궗4142,구로구,126.8383423,37.47988266,-0.0,2,0.0,0.0317460317460317,0.0,0.5422289197890267,0.4831356642123363,2.0,3.0571106157473946,307
379,147,ㅼ궗4550,양천구,126.8829879,37.55223229,-0.0,0,0.0,0.0,0.0,0.0513733817384752,0.0,3.0,3.0513733817384754,308
381,273,ㅼ궗4949,영등포구,126.9283399,37.5434471,-0.0,3,0.0,0.1587301587301587,0.25,0.6345640112336461,0.0,2.0,3.0432941699638048,310
382,37,ㅼ궗4042,구로구,126.8270326,37.47981878,-0.0,1,0.0,0.0158730158730158,0.0,0.589218439619152,0.4288170715576914,2.0,3.033908527049859,311
383,732,ㅼ궗6061,도봉구,127.0522082,37.65214315,-0.0,11,0.0,0.2222222222222222,0.25,0.8955407904651003,0.6633305409814382,1.0,3.0310935536687604,312
386,484,ㅼ궗5542,서초구,126.9966812,37.48066328,-0.0,13,0.0,0.238095238095238,0.25,0.7604630454140694,0.7704245844539482,1.0,3.018982867963256,314
387,568,ㅼ궗5746,서초구,127.0190704,37.51681088,-0.0,33,0.0,0.6349206349206349,0.25,0.6559353380368518,0.4780653410343459,1.0,3.0189213139918327,315
389,722,ㅼ궗6055,동대문구,127.0525325,37.59806395,-0.0,2,0.5,0.3492063492063492,0.0,0.1602849510240427,0.0,2.0,3.009491300230392,316
390,777,ㅼ궗6157,노원구,127.0637552,37.61613284,-0.0,10,0.0,0.1904761904761904,0.0,1.3907801904240016,0.4237026586129359,1.0,3.004959039513128,317
392,977,ㅼ궗6847,강동구,127.1435008,37.52626558,-0.0,12,0.5,0.0634920634920634,0.5,0.4751010343174189,0.4643975133371544,1.0,3.002990611146637,318
393,271,ㅼ궗4947,영등포구,126.9284775,37.52542077,-0.0,23,0.0,0.1111111111111111,0.0,0.4660593191314473,0.4242317358141175,2.0,3.001402166056676,319
395,486,ㅼ궗5544,서초구,126.9965602,37.49868995,-0.0,5,0.0,0.1587301587301587,0.0,0.9430782930337694,0.8821921432035624,1.0,2.9840005949674904,321
397,402,ㅼ궗5256,종로구,126.9618446,37.60669869,-0.0,4,0.0,0.0476190476190476,0.0,0.4631824097540927,0.4466293373308055,2.0,2.9574307947039458,323
399,519,ㅼ궗5643,서초구,127.0079322,37.48972427,-0.0,14,0.0,0.5238095238095237,0.25,0.5277073772176176,0.6473700454124598,1.0,2.9488869464396013,325
400,927,ㅼ궗6557,중랑구,127.1090783,37.61629169,-0.0,0,0.0,0.0158730158730158,0.0,0.4949654085896294,0.432300163132137,2.0,2.9431385875947824,326
401,531,ㅼ궗5649,성동구,127.007577,37.54380412,-0.0,1,0.0,0.0952380952380952,0.0,0.657716281937119,0.1637934835324721,2.0,2.9167478607076864,327
404,620,ㅼ궗5847,강남구,127.0303295,37.52586974,-0.0,51,0.0,0.5873015873015872,0.25,0.5607233372148777,0.4963185044751113,1.0,2.894343428991576,328
405,466,ㅼ궗5453,종로구,126.9846894,37.57976037,-0.0,5,0.0,0.1269841269841269,0.25,0.2602918008082745,0.2532516202989286,2.0,2.89052754809133,329
406,970,ㅼ궗6841,송파구,127.1437578,37.47218462,-0.0,1,0.0,0.0317460317460317,0.25,0.3189259538324542,0.2795732110577135,2.0,2.8802451966361997,330
409,38,ㅼ궗4043,구로구,126.8269517,37.48883185,-0.0,1,0.0,0.0793650793650793,0.0,0.3776971025412699,0.3776288523433711,2.0,2.8346910342497207,333
410,890,ㅼ궗6453,중랑구,127.0979416,37.58020043,-0.0,1,0.0,0.0,0.0,0.4246866223713952,0.4098143820819188,2.0,2.834501004453314,334
411,724,ㅼ궗6057,성북구,127.0524245,37.61609041,-0.0,12,0.0,0.1904761904761904,0.0,0.8822522090554147,0.7573740134914686,1.0,2.8301024130230736,335
414,684,ㅼ궗5959,노원구,127.040983,37.63407326,-0.0,7,0.0,0.1904761904761904,0.0,1.1378861565860674,0.4907191040959393,1.0,2.819081451158197,337
419,401,ㅼ궗5255,종로구,126.9619096,37.59768558,-0.0,4,0.0,0.0793650793650793,0.25,0.2267278580724707,0.2340725717560954,2.0,2.790165509193645,340
420,800,ㅼ궗6246,송파구,127.0756488,37.5170277,-0.0,0,0.0,0.0158730158730158,0.0,0.3938625933283101,0.3768793263083638,2.0,2.78661493550969,341
421,377,ㅼ궗5244,동작구,126.9626218,37.49854044,-0.0,0,0.0,0.0158730158730158,0.0,0.3881087745736009,0.3808474053172259,2.0,2.7848291957638427,342
422,19,ㅼ궗3851,강서구,126.8036599,37.5608045,-0.0,2,0.0,0.238095238095238,0.25,0.1174053017329954,0.1735373219875667,2.0,2.7790378618158003,343
423,796,ㅼ궗6243,강남구,127.0758018,37.48998746,-0.0,13,0.0,0.1428571428571428,0.0,0.8603328995136653,0.7758476257660597,1.0,2.779037668136868,344
424,498,ㅼ궗5552,중구,126.9960753,37.57079606,-0.0,33,0.0,0.3015873015873015,0.25,0.1945338721830262,0.0282615404964507,2.0,2.7743827142667787,345
426,68,ㅼ궗4152,강서구,126.8375457,37.57001291,-0.0,5,0.0,0.1746031746031746,0.0,0.2043975614768134,0.3819496494863542,2.0,2.760950385566342,346
427,260,ㅼ궗4940,관악구,126.9289581,37.46232818,-0.0,3,0.0,0.0793650793650793,0.0,0.6812795396944996,0.0,2.0,2.760644619059579,347
428,254,ㅼ궗4859,은평구,126.916317,37.63352239,-0.0,10,0.5,0.1587301587301587,0.25,0.3957805329132132,0.4506855958731978,1.0,2.75519628751657,348
429,655,ㅼ궗5941,강남구,127.041977,37.47183393,-0.0,9,0.0,0.4285714285714285,0.0,0.6005890814439345,0.706758961245095,1.0,2.735919471260458,349
432,238,ㅼ궗4847,영등포구,126.9171607,37.52536547,-0.0,6,0.0,0.2222222222222222,0.25,0.1224741420645249,0.1331070058639389,2.0,2.7278033701506863,351
436,734,ㅼ궗6062,도봉구,127.0521541,37.6611563,-0.0,6,0.0,0.0634920634920634,0.0,1.0658264264675663,0.5826462678012433,1.0,2.711964757760873,355
438,751,ㅼ궗6143,강남구,127.0644902,37.4899463,-0.0,14,0.0,0.1111111111111111,0.0,0.8159462976916226,0.7847978484193818,1.0,2.7118552572221155,356
439,659,ㅼ궗5943,강남구,127.0418669,37.48986074,-0.0,13,0.5,0.2539682539682539,0.0,0.9570518528666346,0.0,1.0,2.7110201068348885,357
442,523,ㅼ궗5646,용산구,127.0077548,37.51676426,-0.0,3,0.0,0.0793650793650793,0.0,0.6311391191177478,0.0,2.0,2.710504198482827,359
443,485,ㅼ궗5543,서초구,126.9966207,37.48967662,-0.0,6,0.0,0.1111111111111111,0.0,0.8116994314679087,0.783827873550549,1.0,2.706638416129569,360
444,84,ㅼ궗4252,강서구,126.8488691,37.57007591,-0.0,3,0.0,0.0634920634920634,0.0,0.6401808343037194,0.0,2.0,2.7036728977957827,361
445,709,ㅼ궗6047,성동구,127.0529636,37.52595758,-0.0,10,0.0,0.1746031746031746,0.0,0.5281183642715255,0.0,2.0,2.7027215388747,362
446,876,ㅼ궗6443,송파구,127.0984252,37.49006653,-0.0,11,0.0,0.1269841269841269,0.0,0.5718199876703883,0.0,2.0,2.698804114654515,363
447,218,ㅼ궗4757,은평구,126.9051276,37.6154398,-0.0,3,0.0,0.1904761904761904,0.0,0.7640249332146037,0.7388563114501124,1.0,2.693357435140906,364
448,756,ㅼ궗6146,송파구,127.0643331,37.5169865,-0.0,6,0.0,0.0793650793650793,0.25,0.3593396808000548,0.0,2.0,2.688704760165134,365
449,726,ㅼ궗6058,노원구,127.0523705,37.62510361,-0.0,9,0.0,0.1746031746031746,0.25,1.071991232276183,0.1916141263612715,1.0,2.68820853324063,366
452,217,ㅼ궗4756,은평구,126.9051994,37.60642679,-0.0,6,0.0,0.238095238095238,0.0,0.728132063839989,0.7144305806622283,1.0,2.680657882597455,367
453,657,ㅼ궗5942,강남구,127.041922,37.48084734,-0.0,13,0.0,0.4285714285714285,0.25,0.553873552983081,0.4471584145319871,1.0,2.679603396086497,368
456,174,ㅼ궗4649,영등포구,126.8943816,37.54327782,-0.0,2,0.0,0.0634920634920634,0.0,0.2742653606411397,0.3355231250826683,2.0,2.6732805492158715,370
457,275,ㅼ궗4950,마포구,126.9282711,37.55246024,-0.0,18,0.5,0.492063492063492,0.0,0.6777176518939653,0.0020281292711961,1.0,2.6718092732286536,371
458,456,ㅼ궗5446,용산구,126.9851236,37.51666777,-0.0,3,0.0,0.0158730158730158,0.0,0.3493389958216316,0.3049689167144306,2.0,2.670180928409078,372
459,518,ㅼ궗5642,서초구,127.0079914,37.48071092,-0.0,9,0.0,0.2222222222222222,0.0,0.7131995342146722,0.7329482827035845,1.0,2.6683700391404788,373
460,1001,ㅼ궗7151,강동구,127.1772972,37.562417,-0.0,5,0.0,0.0317460317460317,0.25,0.6996369614357147,0.6766015607777435,1.0,2.6579845539594897,374
461,914,ㅼ궗6548,송파구,127.1095022,37.53517162,-0.0,4,0.0,0.0952380952380952,0.0,0.2845400369888348,0.2709757065385124,2.0,2.6507538387654423,375
463,72,ㅼ궗4242,구로구,126.849652,37.47994545,-0.0,2,0.0,0.0317460317460317,0.0,0.3233098157408041,0.2911247299501786,2.0,2.6461805774370144,377
464,804,ㅼ궗6249,광진구,127.0754956,37.54406782,-0.0,11,0.5,0.2698412698412698,0.25,0.1900130145900404,0.4346369207706891,1.0,2.6444912052019998,378
465,543,ㅼ궗5655,성북구,127.0072208,37.59788346,-0.0,3,0.0,0.1587301587301587,0.25,0.6100417836838139,0.6126713989682995,1.0,2.631443341382272,379
467,714,ㅼ궗6050,성동구,127.0528021,37.55299758,-0.0,1,0.0,0.0317460317460317,0.0,0.2617987533392698,0.325558837793748,2.0,2.6191036228790496,381
468,347,ㅼ궗5150,마포구,126.9509128,37.55256771,-0.0,16,0.0,0.238095238095238,0.0,1.3791355572299473,0.0,1.0,2.617230795325185,382
471,487,ㅼ궗5545,서초구,126.9964997,37.50770326,-0.0,5,0.0,0.0952380952380952,0.25,0.6664840057538187,0.5992240201049337,1.0,2.6109461210968474,384
472,942,ㅼ궗6646,송파구,127.120912,37.51718165,-0.0,3,0.0,0.0476190476190476,0.0,0.2701554901020618,0.291256999250474,2.0,2.6090315369715835,385
473,826,ㅼ궗6259,노원구,127.0749834,37.63420064,-0.0,9,0.5,0.0476190476190476,0.0,0.4864716761422015,0.5718442749437855,1.0,2.605934998705034,386
474,619,ㅼ궗5846,강남구,127.030386,37.51685641,-0.0,17,0.0,0.492063492063492,0.5,0.261387766285362,0.3521449671531237,1.0,2.605596225501978,387
479,353,ㅼ궗5153,종로구,126.9507143,37.57960716,-0.0,2,0.0,0.0793650793650793,0.0,0.4722241249400644,0.0281292711961553,2.0,2.5797184755012994,391
480,784,ㅼ궗6163,노원구,127.0634389,37.67021195,-0.0,1,0.0,0.0476190476190476,0.0,0.7393657099801356,0.7827256293814205,1.0,2.569710386980604,392
481,340,ㅼ궗5147,영등포구,126.9511111,37.52552813,-0.0,3,0.0,0.0793650793650793,0.0,0.2528940338379341,0.2225651426303954,2.0,2.5548242558334087,393
483,705,ㅼ궗6045,강남구,127.0530711,37.50793085,-0.0,29,0.0,0.6666666666666666,0.0,0.3430371943283786,0.5429654777126229,1.0,2.552669338707668,394
484,30,ㅼ궗3950,강서구,126.8150642,37.5518578,-0.0,1,0.0,0.1587301587301587,0.0,0.1878210836358654,0.2045324280234557,2.0,2.55108367038948,395
485,622,ㅼ궗5848,성동구,127.030273,37.53488306,-0.0,3,0.0,0.0317460317460317,0.0,0.5152407699157476,0.0,2.0,2.546986801661779,396
486,754,ㅼ궗6145,송파구,127.0643855,37.50797312,-0.0,12,0.0,0.2063492063492063,0.25,0.080827453935201,0.0,2.0,2.5371766602844072,397
487,212,ㅼ궗4753,마포구,126.9054146,37.57938768,-0.0,13,0.0,0.3174603174603174,0.0,0.9655455853140624,0.2503857854591949,1.0,2.533391688233575,398
489,435,ㅼ궗5356,종로구,126.9731738,37.60674981,-0.0,2,0.0,0.0476190476190476,0.0,0.234262620727447,0.2461090780829769,2.0,2.5279907464294715,399
490,991,ㅼ궗6951,강동구,127.1546518,37.56235294,-0.0,9,0.0,0.1111111111111111,0.25,0.5916843619425988,0.5714033772761342,1.0,2.524198850329844,400
491,444,ㅼ궗5441,관악구,126.9854329,37.47160122,-0.0,4,0.0,0.0317460317460317,0.0,0.2976916227138845,0.1920109342621577,2.0,2.521448588722074,401
492,840,ㅼ궗6342,강남구,127.0871631,37.48101408,-0.0,5,0.0,0.0476190476190476,0.0,0.7474484553736557,0.7155769145981218,1.0,2.510644417590825,402
493,224,ㅼ궗4838,금천구,126.9177906,37.44424646,-0.0,1,0.0,0.0,0.0,0.2608397835468182,0.2476522199197566,2.0,2.508492003466575,403
495,108,ㅼ궗4443,금천구,126.8721961,37.48908094,-0.0,3,0.0,0.0634920634920634,0.0,0.4379752037810809,0.0,2.0,2.5014672672731444,405
